disc,model,h,n_obs,n_days,qlike_R,qlike_U,rel_impr_pct,g_log,dm_q,p_q,dm_se,p_se,cw_t,cw_p,boot_lo,boot_hi,placebo_dq,placebo_dm,dm_q_clust,p_q_clust,dm_se_clust,p_se_clust,cw_t_clust,cw_p_clust,boot_lo_daily,boot_hi_daily,placebo_dm_clust,dmq_holm,cw_holm,dmq_holm_clust,cw_holm_clust,genuine,genuine_clust
event_driven,B1_bow_ridge,20,24732,981,0.06453886888282268,0.0635507065238655,1.5311119888873268,0.24130635882101606,-6.503969438273341,7.972150326750355e-11,-2.8326319668916855,0.004620382677337549,11.55316993053046,4.268007529195942e-31,-0.0012707214334544965,-0.0006951787195282736,9.065591075405055e-06,0.6302563384287385,-3.1035425378339445,0.0019670144723117375,-1.5065291006006583,0.13225365743294476,6.433729108835526,9.720959070025027e-11,-0.0014401514640971225,-0.0003663445656822682,0.4536490840793202,2.7105311110951205e-09,2.1766838398899303e-29,0.06259386822117356,5.346527488513765e-09,True,False
event_driven,B2_tfidf_ridge,5,25109,996,0.12651030538164323,0.1249827168671719,1.2074814852932854,0.2514820183958807,-7.0468232020146075,1.8777638397358487e-12,-6.710300300430232,1.9835632796374605e-11,12.286794341810852,6.704953489574457e-35,-0.0019653937130511873,-0.0011085040001995435,1.8794103402908215e-05,0.6299404467541778,-2.7596725469958416,0.005892177336357857,-3.2929467550084803,0.001026345752151685,7.4151340767415155,1.2982625098972288e-13,-0.001649574835759661,-0.000305635489493285,0.3855199658783398,7.037487607458686e-11,3.754773954161696e-33,0.16498096541802,7.919401310373096e-12,True,False
event_driven,B2_tfidf_ridge,10,25001,991,0.08827666934766872,0.08708077788335344,1.3547084106734635,0.2432733555873763,-7.2088163875639015,5.804284712576473e-13,-5.880069256865123,4.153056924397987e-09,11.802129195403925,2.3149582967555206e-32,-0.001514448830390927,-0.0008673891207045899,1.3291249650354553e-06,0.12048193783371945,-2.9654021943241298,0.0030953952689099042,-2.881299925085892,0.004045892738358366,7.095876902027208,1.223565759157719e-12,-0.001347436380454156,-0.00027918414477530077,0.3789265044485438,2.2636710379048245e-11,1.2500774802479812e-30,0.08976646279838722,7.09668140311477e-11,True,False
event_driven,B2_tfidf_ridge,20,24732,981,0.06453886888282268,0.06335153193127938,1.8397238316944147,0.26545033567813264,-8.222041279968158,2.0979438973542498e-16,-5.249566463543935,1.5371600582611318e-07,12.956479073876176,1.4385177434853068e-38,-0.0014648792023020149,-0.0009048991084656466,4.01139427374797e-06,0.4307629733261601,-3.10521136044431,0.001956058381911674,-2.092535878204546,0.03664734840457256,5.976254797684931,1.5965729013494735e-09,-0.0016047796777437402,-0.00041397556264090947,0.42244573352193066,9.650541927829549e-15,8.48725468656331e-37,0.06259386822117356,7.982864506747368e-08,True,False
event_driven,B3_lm_linear,5,25109,996,0.12651030538164323,0.12619699601931053,0.2476552098957819,0.6798419058526797,-4.822962301312632,1.4227011323987622e-06,-2.407495645208588,0.016069520639986668,4.3249579286669935,7.657454454001464e-06,-0.0004465818726245414,-0.0001862362510221874,-1.3308128423400456e-05,-0.4146189215385343,-2.4325521570843036,0.015168232162019343,-1.2793349712735573,0.20107737331147185,2.734875834392942,0.0031756446752873287,-0.000415784320004554,-3.761017884588898e-05,0.012406789417877827,3.272212604517153e-05,0.00020675127025803953,0.3943740362125029,0.07939111688218321,True,False
event_driven,B3_lm_linear,10,25001,991,0.08827666934766872,0.08810001402882692,0.2001155233282068,0.7102696827838672,-3.0349065413379637,0.002408575147536612,-1.4406322820001067,0.14970111870169267,3.757567155246891,8.598152084744695e-05,-0.00029489209240247835,-6.192966534288271e-05,-4.834490072797015e-07,-0.031272523487014696,-1.2292901838320454,0.21925511308792897,-0.6208090266167249,0.5348681771885107,1.9499845245636693,0.025729968040516776,-0.00038137771539458365,7.392801014269896e-05,0.16291303308114483,0.03612862721304918,0.0018915934586438328,1.0,0.5917892649318859,True,False
event_driven,B3_lm_linear,20,24732,981,0.06453886888282268,0.06437138325051085,0.25951126075034137,0.7255819565086891,-2.644572564712411,0.008184582347523478,-0.8911875746226885,0.37283721914485135,3.838320125378221,6.209354059094912e-05,-0.00029449661529813936,-4.863595351483963e-05,1.8734792157912295e-05,1.1171876584900349,-1.1243340904426666,0.26114663681571987,-0.42102526332437806,0.6738289506826665,2.101746787379484,0.01791511289256692,-0.0004013781916685684,9.256025235965393e-05,0.8379368210527648,0.10639957051780521,0.001490244974182779,1.0,0.4299627094216061,False,False
event_driven,B4_lm_features,5,25109,996,0.12651030538164323,0.12627724338892832,0.18422372154729966,1.1399013580723447,-3.945214726212784,7.994522179745076e-05,-4.513491842697691,6.405832637678076e-06,5.981855308235654,1.1179768891201432e-09,-0.00035075984848020615,-0.00011439271836905531,8.906648287404506e-06,0.4234029650874942,-0.9938862558503346,0.32051988123986275,-2.917408582459891,0.0036088841727129595,4.163478991380027,1.7029693159886845e-05,-0.0002279689058677616,7.747235968863468e-05,0.4641330209604565,0.0015189592141515644,3.465728356272444e-08,1.0,0.000544950181116379,True,False
event_driven,B4_lm_features,10,25001,991,0.08827666934766872,0.0882042722645033,0.08201157078128112,0.42808769670692,-3.7672314730453915,0.00016544651621670445,-4.5254026327612,6.05581957086984e-06,5.218411712916886,9.095191010611573e-08,-0.00011002543963123641,-3.447730449057275e-05,-1.1965306824568422e-06,-0.0394554772248215,-2.1037986518046754,0.035647763549077574,-3.551482302228959,0.0004011062021781526,4.185025081417031,1.5524004754082554e-05,-0.00010050807000979604,-3.6667567411313226e-06,-0.05009193075736379,0.00297803729190068,2.637605393077356e-06,0.8555463251778618,0.0005122921568847243,True,False
event_driven,B4_lm_features,20,24732,981,0.06453886888282268,0.06437943529141418,0.24703499483072924,0.5686881976712713,-3.1096163940183223,0.0018754321752823258,-2.859098425789299,0.004252021483139151,4.821973979221188,7.149453129348683e-07,-0.0002683244379573364,-6.165354892316032e-05,1.7477949239730339e-06,0.48597693480628357,-2.010255968836495,0.044677715606598396,-1.883483390147388,0.05993079820173365,3.1923002392515425,0.0007281937281428074,-0.0003669434786069355,-2.6579188241842074e-05,0.4693091454855822,0.030006914804517212,2.0018468762176313e-05,0.9844501130681467,0.020389424387998605,True,False
event_driven,C2_finbert_s1,5,25109,996,0.12651030538164323,0.12380879059871283,2.1354108463976527,0.18925884763753628,-14.362817547095286,1.3551719828267975e-46,-9.251894554241106,2.3760219389352598e-20,13.806825048778942,1.6677072755038747e-43,-0.003073047880639055,-0.002350613850689048,-7.321197502680455e-05,-2.1767995267082836,-4.948555012351497,8.775784616980226e-07,-3.178995773248442,0.0015234881968908727,5.712138187106639,7.363943663893006e-09,-0.002535486838006158,-0.0011087935779523135,-0.9420252310878408,8.537583491808824e-45,1.0339785108124023e-41,4.387892308490113e-05,3.240135212112923e-07,False,True
event_driven,C2_finbert_s1,10,25001,991,0.08827666934766872,0.08641960689913172,2.103684316886877,0.1769254353315345,-14.18950381576595,1.5989437433022633e-45,-10.985706094158843,5.189244180265679e-28,15.422180570383928,1.0234046323977067e-53,-0.0021166895239300007,-0.0015920215005412084,1.6996992262097166e-06,-0.4206379989476865,-5.518076327799122,4.376100899209823e-08,-4.800847722898337,1.8236050113287916e-06,7.428339327681934,1.1856143946005076e-13,-0.0018925581273118563,-0.0009145232955821733,-0.15688832736586572,9.913451208474033e-44,6.856811037064635e-52,2.5381385215416972e-06,7.350809246523148e-12,True,True
event_driven,C2_finbert_s1,20,24732,981,0.06453886888282268,0.06394533547976658,0.9196526269056869,0.42710546653191683,-2.0312774683880646,0.04223752741806836,1.3157572345399997,0.18826773376552788,13.443886565120064,2.330938983375208e-41,-0.0011536131906566042,-5.303971258540182e-05,2.504544200671033e-07,-0.5488668100814271,-0.4952176797162795,0.6205574871070725,0.7178187503313297,0.4730401242663142,5.184343545845301,1.3163558402575724e-07,-0.0017264366264541486,0.0009469909078398331,-0.4694467865982953,0.4223752741806836,1.4218727798588768e-39,1.0,5.002152192978775e-06,False,False
event_driven,C6_llmtext,5,25109,996,0.12651030538164323,0.12497435605435057,1.2140902851029933,0.2638315433787111,-9.858481216936077,6.932379793579165e-23,-5.840303862979581,5.274763006196247e-09,8.846766414997337,4.794682034407555e-19,-0.0018389358502901025,-0.0012412950270910864,1.1269530892488167e-05,0.5917005737705185,-5.0439839407429865,5.416951736539056e-07,-2.823112689569492,0.0048508277563022026,5.491058225352743,2.5360756508552367e-08,-0.0015675153437401908,-0.0006850647291211941,0.09780462521601527,3.812808886468541e-21,1.917872813763022e-17,2.7626453856349187e-05,1.039791016850647e-06,True,True
event_driven,C6_llmtext,10,25001,991,0.08827666934766872,0.08739537415940905,0.9983330757402845,0.28056826582520855,-7.983374238923317,1.4846661845758053e-15,-5.580301824857521,2.4258819632598656e-08,8.699818228273433,1.762516229705221e-18,-0.0011019908405576016,-0.0006730868140005428,1.040063407775904e-05,1.101469331856579,-3.7577488053090367,0.00018146916177945083,-2.7230763187968856,0.006581452133705384,5.214052661821388,1.12454476543784e-07,-0.0010074856068001301,-0.0003130336656401392,0.9450247416469738,6.680997830591123e-14,6.69756167287984e-17,0.007621704794736935,4.3857245852075755e-06,True,True
event_driven,C6_llmtext,20,24732,981,0.06453886888282268,0.06411404556768242,0.6582441286840103,0.24452581697318196,-5.389184067270421,7.142524705691695e-08,-5.3325978664541624,9.766694709957448e-08,8.790519976893556,7.91787589864031e-19,-0.0005773711001296338,-0.00026974125265772524,1.11328909908337e-05,2.3387241581031093,-1.9823432496516546,0.047719784499897465,-2.222654757945309,0.026466641805983345,4.391666664883594,6.235876811119426e-06,-0.0006287959852201299,-7.35047626793581e-06,1.113324442265921,1.7142059293660068e-06,3.087971600469721e-17,1.0,0.00021825568838917993,False,False
event_driven,D2_gated_fusion,5,25109,996,0.12651030538164323,0.12586668125345912,0.5087523314740983,0.3623118316268261,-5.576791551123203,2.4751529374660653e-08,-8.770758887655063,1.8850074277042617e-18,11.616381842622888,2.0435134146877177e-31,-0.0008571122771389129,-0.0004083064720337651,0.00010199630048694508,7.726951357026822,-0.6945131570595929,0.4875225831423109,-4.171215993781721,3.294240247151256e-05,5.86308470552835,3.08812180595098e-09,-0.0005403453503283202,0.0002619975166756706,3.022144700618944,6.682912931158377e-07,1.0626269756376131e-29,1.0,1.4514172487969607e-07,False,False
event_driven,D2_gated_fusion,10,25001,991,0.08827666934766872,0.08807292401315045,0.2308031510747592,0.8517702886845695,-2.2154450565237545,0.026738507446962732,-4.056827932500473,4.989464408880334e-05,6.0373767225680774,7.942353285548997e-10,-0.00037764580454917643,-1.948611695764589e-05,-8.111201699892434e-06,-0.5878895173638307,-0.5574436134302582,0.577350387062069,-2.2784204991972863,0.022913857460705234,3.833673309706092,6.710690592553292e-05,-0.0005544144847271406,0.0003703731503857787,-0.18616562467284745,0.32086208936355276,2.541553051375679e-08,1.0,0.0020803140836915205,False,False
event_driven,D2_gated_fusion,20,24732,981,0.06453886888282268,0.06639079650155721,-2.869476411334253,-1.0283627616368631,8.58150519531199,9.905196391856342e-18,6.76576099568655,1.3556979389510142e-11,-1.9013209181875257,0.9713641989670312,0.0014241096532694095,0.0022686247145854415,-8.19677465383195e-06,-1.4948339557287549,2.9990243816931303,0.002776880963635993,3.0723527524474497,0.0021824439609068502,-0.9280544893834515,0.8231960911353666,0.0007758701224087042,0.003379092931523146,-0.35749427583488014,4.754494268091043e-16,1.0,0.08330642890907979,1.0,False,False
event_driven,D4_llmfused,5,25109,996,0.12651030538164323,0.12652645362908568,-0.012764373142357581,0.0022163879981887766,5.663405792663171,1.5001877770632575e-08,0.5757865953996063,0.5647645955088716,-0.5191020770056878,0.6981529323083855,1.0567749376429554e-05,2.1685291024946465e-05,5.953516826152083e-05,3.8199370240347816,3.374459099814402,0.0007681612578290608,1.1543525148451137,0.24863284739834485,-1.1195713595113044,0.8684166755287058,7.93480938102936e-06,2.8226201684181048e-05,1.5790303697057624,4.200525775777121e-07,1.0,0.029423334369530083,1.0,False,False
event_driven,D4_llmfused,10,25001,991,0.08827666934766872,0.08828374532245767,-0.008015679387591252,0.014354750474628284,0.7367425870360244,0.46128581674627805,-1.2472484313165642,0.2123181034688761,1.553228030828197,0.060190662609312794,-1.138061133478794e-05,2.6159956577059837e-05,-1.8446119075588018e-06,0.06528324444359397,0.6577367535219839,0.5108602006162112,-0.4398083184510646,0.6601719350172611,0.7018306221871757,0.2414748776396513,-1.6847787175912974e-05,3.4067032428316784e-05,-0.07747876031786323,1.0,1.0,1.0,1.0,False,False
event_driven,D4_llmfused,20,24732,981,0.06453886888282268,0.0647678298842603,-0.3547645092034865,-0.06631717460752116,7.278968653552821,3.4641775784856073e-13,5.307603258102056,1.1203293159196825e-07,-4.778976319831832,0.9999991139936371,0.0001659858779198718,0.0002905992425796114,-5.625477978921101e-06,-0.5606372224750629,4.692019558122433,3.0892228686055044e-06,4.244532106593831,2.398545774478722e-05,-3.9982381221095373,0.9999656958777353,0.000135454472401244,0.0003182553727095394,-0.18651326630597084,1.420312807179099e-11,1.0,0.00015137192056166972,1.0,False,False
