variant,disc,model,h,n_test,n_days,cov_firm,cov_obs,qlike_Rfirm,qlike_Ufirm,rel_firm_pct,g_text_firm,dmclu_firm,pclu_firm,qlike_R_a2,rel_zerotext_pct,dmclu_zerotext,pclu_zerotext,pclu_firm_holm,survives_raw,survives_holm,lf_flip_neg,zerotext_beats
trainmean,long_form,C2_finbert_s3,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08309430283812806,0.6755913617350381,0.10136942761307773,-2.6855994709713453,0.007396888627406544,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,0.2958755450962618,True,False,False,True
pit252,long_form,C2_finbert_s3,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08530079212454077,2.292565738330305,0.3589067516097471,-2.976779326093732,0.003004825344783777,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,0.14723644189440507,True,False,False,False
ebshrink,long_form,C2_finbert_s3,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08540166488551366,-1.541680150079603,-0.13951496969369614,2.940651411818294,0.003374004970104598,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,0.10459415407324255,False,False,True,True
valmean,long_form,C2_finbert_s3,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07270409292132796,-0.7424029615592052,-0.2764629754279143,1.228740035217426,0.21954763218016382,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,1.0,False,False,True,True
trainmean,long_form,C2_finbert_s3,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.06726646089521784,2.1442280542066654,-0.22523186227116618,-0.5107456040235216,0.6096767480509119,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,1.0,False,False,False,True
pit252,long_form,C2_finbert_s3,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.08417901961841323,-6.277668614421715,0.29836708153468083,0.9289200713782351,0.35322389893214295,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,1.0,False,False,True,False
ebshrink,long_form,C2_finbert_s3,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.07173410904162437,-0.4293146246635221,-0.2573648648929447,1.1117194853493624,0.26660849157990596,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,1.0,False,False,True,True
valmean,long_form,C2_finbert_s4,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12228153296542037,-1.3217790933983082,-0.4155928655596168,3.973130700659339,7.741260999449503e-05,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,0.0032513296197687913,False,False,True,True
trainmean,long_form,C2_finbert_s4,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.11945885011696344,-1.3597957059344197,-0.5773633944035457,3.512848663166019,0.00046848314284015,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,0.023732092634219503,False,False,True,True
pit252,long_form,C2_finbert_s4,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.12159495637721214,-1.1649605872256115,-0.4911331048750559,2.8869073611992473,0.00399651082451117,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,0.1918325195765362,False,False,True,True
ebshrink,long_form,C2_finbert_s4,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.12113490671497501,-1.2698927969207119,-0.4116940796288631,4.003958354456399,6.815579168072202e-05,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,0.002977165911883971,False,False,True,True
valmean,long_form,C2_finbert_s4,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08754209453894565,-3.2404999921920807,-0.12330675575504066,4.323782040184055,1.736658808344475e-05,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,0.0009204291684225717,False,False,True,True
trainmean,long_form,C2_finbert_s4,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08446531346919547,-0.9632071541249565,-0.06132423894455368,4.297012094724225,1.9545173029042564e-05,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,0.0011727103817425538,False,False,True,True
pit252,long_form,C2_finbert_s4,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08569748947140675,1.8381704276267896,0.11211828964044936,-4.397632643265199,1.249374622266944e-05,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,0.0007995997582508442,True,True,False,False
ebshrink,long_form,C2_finbert_s4,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08645878124614595,-2.7985803699598306,-0.11018669073642286,4.295640531801125,1.966354105068133e-05,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,0.0009715975415278615,False,False,True,True
valmean,long_form,C2_finbert_s4,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07590318675629605,-5.175226304571473,-0.2142315228315344,6.5072344189952736,1.384495731965019e-10,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,9.137671830969126e-09,False,False,True,True
trainmean,long_form,C2_finbert_s4,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.07141710251908556,-3.893910934651481,-0.18725438589099735,8.317739938015462,4.102403053729236e-16,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,2.7896340765358807e-14,False,False,True,True
pit252,long_form,C2_finbert_s4,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.07663045901341398,3.2525376784359374,0.2837649505803884,-5.731233121135781,1.434849495043026e-08,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,9.756976566292576e-07,True,True,False,False
ebshrink,long_form,C2_finbert_s4,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.0750317301174741,-5.046055934536974,-0.2041003835374966,6.83718637139575,1.6536109449683875e-11,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,1.0913832236791357e-09,False,False,True,True
valmean,long_form,C3_roberta_s1,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12377171671365537,-2.5565368273395177,-0.17658719496744124,3.8430175795996995,0.00013127645561596894,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,0.005382334680254727,False,False,True,True
trainmean,long_form,C3_roberta_s1,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.11943126370290101,-1.336388873448674,-0.1930714523289501,3.086216710701975,0.002097873842605805,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,0.086012827546838,False,False,True,True
pit252,long_form,C3_roberta_s1,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.11970919603905052,0.40396032833652673,0.03885609317681386,-4.0819152760644934,4.920312990134769e-05,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,0.003001390923982209,True,True,False,True
ebshrink,long_form,C3_roberta_s1,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.12251891079297894,-2.4269328971764086,-0.16759505173624187,3.9576527934095527,8.249774348579218e-05,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,0.0033510362768131535,False,False,True,True
valmean,long_form,C3_roberta_s1,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08517618257652887,-0.45032304675982565,-0.07294581891450524,4.137534047461648,3.900073866512983e-05,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,0.001794033978595972,False,False,True,True
trainmean,long_form,C3_roberta_s1,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08359613749129662,0.0757375997117273,0.11805072878827087,-1.636316168917731,0.1021847404440617,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,1.0,False,False,False,True
pit252,long_form,C3_roberta_s1,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08673786027140369,0.6464820620598183,0.35692064482917846,-2.812364074932659,0.005043856671470023,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,0.23201740688762107,True,False,False,False
ebshrink,long_form,C3_roberta_s1,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08440083051647754,-0.35169862547923614,-0.05627317034045035,4.460321003791971,9.411127358316066e-06,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,0.0004799674952741194,False,False,True,True
valmean,long_form,C3_roberta_s1,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07257819178935115,-0.5679480985482853,-0.46327160288832325,0.43976365957962615,0.6602326591247061,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,1.0,False,False,True,True
trainmean,long_form,C3_roberta_s1,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.06904974346632879,-0.4499992958150575,-0.4923738187385032,-0.5962791986497689,0.5511653483739323,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,1.0,False,False,True,True
pit252,long_form,C3_roberta_s1,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.07918137290118099,0.03195870214280347,0.29916893823952545,1.561879488380349,0.11873048595440555,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,1.0,False,False,False,False
ebshrink,long_form,C3_roberta_s1,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.07175748142513089,-0.46203647049200736,-0.3919322330737495,0.8201509565518683,0.4123858555494029,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,1.0,False,False,True,True
valmean,long_form,C4_longformer,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12185184914177857,-0.9657455337654564,-0.12819171981101468,4.59043689573638,5.143198028551612e-06,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,0.00028287589157033864,False,False,True,True
trainmean,long_form,C4_longformer,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.1179985160509556,-0.1207149475975979,-0.037435982515855205,3.2490722099674962,0.001206718258299169,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,0.05671575814006095,False,False,True,True
pit252,long_form,C4_longformer,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.11889347661154559,1.0826251857650662,0.19067291825610846,-4.221763420144996,2.705416134321819e-05,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,0.001704412164622746,True,True,False,True
ebshrink,long_form,C4_longformer,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.12063822364073064,-0.854661192366593,-0.1124891648688039,4.8139800048750665,1.7725647886648848e-06,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,0.00010103619295389844,False,False,True,True
valmean,long_form,C4_longformer,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.09398900474964705,-10.843496437079258,-0.40894366861849907,9.10180436454569,7.582136785164329e-19,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,5.231674381763387e-17,False,False,True,True
trainmean,long_form,C4_longformer,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.09252839085226651,-10.601177093390424,-0.5379358213911355,7.763188388228708,2.6570744814092526e-14,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,1.7802399025441992e-12,False,False,True,True
pit252,long_form,C4_longformer,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08931929695551555,-2.310413751349133,-0.1178522722327245,8.502413237359276,9.690045770862596e-17,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,6.686131581895191e-15,False,False,True,False
ebshrink,long_form,C4_longformer,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.09283732955747669,-10.382607137110606,-0.3915445915543465,9.423422478190679,5.049945797323503e-20,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,3.4844626001532174e-18,False,False,True,True
valmean,long_form,C4_longformer,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07968571721481087,-10.416488417261768,-3.1508713879669528,4.148203054988891,3.7270630013960245e-05,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,0.001777197070893384,False,False,True,True
trainmean,long_form,C4_longformer,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.07523880360961513,-9.453524230531565,-3.2426679523994255,4.1591784568050505,3.556216410264837e-05,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,0.0020981676820562537,False,False,True,True
pit252,long_form,C4_longformer,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.08294999481883084,-4.726000622076117,-2.9601697526681097,2.2670916971519937,0.02366328466701819,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,0.9228681020137094,False,False,True,False
ebshrink,long_form,C4_longformer,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.0789475135635856,-10.528238022884773,-3.1662347137742026,4.134553755325701,3.950436790279583e-05,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,0.0018172009235286081,False,False,True,True
valmean,long_form,C6_llmtext,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12090779671722961,-0.1835090922270036,-0.023919553961501146,4.93869065781777,9.5984404998356e-07,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,5.663079894903004e-05,False,False,True,True
trainmean,long_form,C6_llmtext,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.11640212658909131,1.233807631208753,0.20969702435817544,-5.2353261116494885,2.1123293973116473e-07,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,1.3307675203063377e-05,True,True,False,True
pit252,long_form,C6_llmtext,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.1183832339326013,1.5071385212128565,0.2654469528062959,-5.1724359142626435,2.9304492419956795e-07,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,1.9340964997171483e-05,True,True,False,True
ebshrink,long_form,C6_llmtext,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.11997315514243308,-0.29865782924288264,-0.037536183575716524,4.8394881007333295,1.565294041020276e-06,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,9.0787054379176e-05,False,False,True,True
valmean,long_form,C6_llmtext,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08516168548211893,-0.4332262742505682,-0.06360816758374094,5.789628525165399,1.0294421499063377e-08,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,6.485485544409927e-07,False,False,True,True
trainmean,long_form,C6_llmtext,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08232193632582291,1.5988176776974328,0.26382878535002585,-6.341263377547523,3.894771734730133e-10,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,2.5316016275745863e-08,True,True,False,True
pit252,long_form,C6_llmtext,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08596187084101325,1.5353358976364626,0.3262552226223056,-5.535330091667841,4.270345482040436e-08,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,2.8611314729670925e-06,True,True,False,False
ebshrink,long_form,C6_llmtext,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08467920756156859,-0.6826860003934541,-0.09411419180418719,5.856536663288555,7.015476479222326e-09,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,4.4197501819100654e-07,False,False,True,True
valmean,long_form,C6_llmtext,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07211099556095237,0.07942220499709277,0.01595822193949856,-4.149751570196159,3.7024938976945496e-05,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,0.001777197070893384,True,True,False,True
trainmean,long_form,C6_llmtext,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.06827286913421125,0.680157344842084,0.1539395614278462,-4.1297126353912175,4.0326779038200926e-05,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,0.0023389531842156535,True,True,False,True
pit252,long_form,C6_llmtext,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.0790580983878421,0.18759520084074133,0.04601075254652054,-3.6309320042423003,0.00030123966854178136,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,0.01717066110688154,True,True,False,False
ebshrink,long_form,C6_llmtext,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.07144908526992777,-0.030275138069817888,-0.005452553421371682,4.289287540237429,2.0223934075148215e-05,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,0.0009715975415278615,False,False,True,True
valmean,long_form,D1_concat_mlp,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12075631756506175,-0.057994332794381855,-0.18924949000103386,0.548070194946136,0.583798335283058,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,1.0,False,False,True,True
trainmean,long_form,D1_concat_mlp,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.11784157608329345,0.012447250471082064,-0.15006232503562272,-0.18351878040364591,0.854438015581764,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,1.0,False,False,False,True
pit252,long_form,D1_concat_mlp,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.12020949101258768,-0.012276683360445427,-0.056518069506841496,0.35323630400520023,0.7240054094145001,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,1.0,False,False,True,True
ebshrink,long_form,D1_concat_mlp,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.11964824857208543,-0.027032957103087688,-0.16569313358531068,0.307639408931254,0.7584377122803971,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,1.0,False,False,True,True
valmean,long_form,D1_concat_mlp,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08478769617427877,0.007828321672709943,-0.39829922610172797,0.6031307345235984,0.5466004865983377,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,1.0,False,False,False,True
trainmean,long_form,D1_concat_mlp,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08340977848540412,0.2984965304984157,-0.48651263588810695,-0.34920690853700415,0.7270300781315391,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,1.0,False,False,False,True
pit252,long_form,D1_concat_mlp,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08704724476820669,0.29209888893730523,-0.32873434985442046,-0.629823865600602,0.5289978894130195,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,1.0,False,False,False,False
ebshrink,long_form,D1_concat_mlp,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08405875933575911,0.05502040590773074,-0.349507331613023,0.5341308814126323,0.5934061624448449,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,1.0,False,False,False,True
valmean,long_form,D1_concat_mlp,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07220076309779157,-0.04496415353855785,-0.30627638818232633,-0.5867864097645802,0.557520507894144,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,1.0,False,False,True,True
trainmean,long_form,D1_concat_mlp,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.06883908893474491,-0.14354996686745056,0.36664149680930863,1.0763317202349203,0.2821186866571749,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,1.0,False,False,True,True
pit252,long_form,D1_concat_mlp,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.07992542102192372,-0.9074166905373747,0.9985204980896257,1.644855089190233,0.10041104770092611,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,1.0,False,False,True,False
ebshrink,long_form,D1_concat_mlp,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.07145796166466495,-0.042702283979938874,-0.27237740538208427,-0.29020865780885086,0.7717353631442344,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,1.0,False,False,True,True
valmean,long_form,D2_gated_fusion,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.1211535066680889,-0.3871029527084143,0.5170997609413083,0.8219189191347132,0.4113707172374022,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,1.0,False,False,True,True
trainmean,long_form,D2_gated_fusion,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.1180614323399221,-0.17409887176877467,0.3932100600837699,-0.01621211389532165,0.9870692594376451,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,1.0,False,False,True,True
pit252,long_form,D2_gated_fusion,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.12033635966369167,-0.11782926934825687,0.42550222975078356,-0.4744282790268488,0.6353254735526339,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,1.0,False,False,True,True
ebshrink,long_form,D2_gated_fusion,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.12013496171612373,-0.43392960858263246,0.5238707806266585,0.8717997209870765,0.3835821788452924,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,1.0,False,False,True,True
valmean,long_form,D2_gated_fusion,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08528442597896631,-0.5779770976179033,-1.4146671964338728,1.1859207328479553,0.23602181263610353,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,1.0,False,False,True,True
trainmean,long_form,D2_gated_fusion,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08350459133124731,0.18516469518558135,-1.315901927739056,0.7150324945492671,0.4748071151726995,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,1.0,False,False,False,True
pit252,long_form,D2_gated_fusion,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08693312649188788,0.42281518949868596,-0.8856798818330909,-0.011229726002653954,0.9910430911348598,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,1.0,False,False,False,False
ebshrink,long_form,D2_gated_fusion,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.08452447453160027,-0.4987100573160102,-1.3782055206018706,1.1614427739418087,0.24582413992882676,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,1.0,False,False,True,True
valmean,long_form,D2_gated_fusion,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07828146007027238,-8.470679956796891,-1.8743080603015885,3.4269865504380945,0.0006429684033250852,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,0.02250389411637798,False,False,True,True
trainmean,long_form,D2_gated_fusion,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.07282082329224562,-5.935971391316432,-1.780454178924086,3.752822463862774,0.0001881051679511335,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,0.01072199457321461,False,False,True,True
pit252,long_form,D2_gated_fusion,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.08060212617671968,-1.7617702636377186,-1.5234609292048849,3.1977534870899254,0.0014421030671255288,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,0.0749893594905275,False,False,True,False
ebshrink,long_form,D2_gated_fusion,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.07728834901292363,-8.20537152466379,-1.8588373922855648,3.37876580012712,0.000765033945585334,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,0.027541222041072025,False,False,True,True
valmean,long_form,D4_llmfused,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12068735175445514,-0.0008496564248395374,0.0002050211482746905,0.6920093441873314,0.48913453639951354,0.12089601073739074,0.1734419529497081,-2.2597499735426427,0.024108042486087708,1.0,False,False,True,True
trainmean,long_form,D4_llmfused,5,7550,792,0.8564650059311981,0.8354726322545154,0.11785624594542209,0.11775858301381605,0.08286614835098963,-0.016012692302436092,-0.6277185651980255,0.5303694893757301,0.12089601073739074,2.514363189842226,-4.95549541034538,8.827739955379923e-07,1.0,False,False,False,True
pit252,long_form,D4_llmfused,5,7550,792,0.9869513641755635,0.9908315760520766,0.1201947350855453,0.12005451698912054,0.11665910018851663,-0.02021797795181048,-0.7480893006817254,0.4546286504122604,0.12089601073739074,0.5800651713551945,-5.033305400052268,5.972190312471748e-07,1.0,False,False,False,True
ebshrink,long_form,D4_llmfused,5,7550,792,0.6287069988137604,0.9147794994040525,0.11961591285367523,0.11960535271257901,0.008828374790854805,-0.002182966032082591,-0.6745448143176033,0.5001620991533782,0.12089601073739074,1.0588421205196992,-2.9043437320123457,0.003782769608198032,1.0,False,False,False,True
valmean,long_form,D4_llmfused,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08492058687448115,-0.1488928809151774,0.0885812579047131,-0.44559187922104393,0.6560181482780784,0.08626101480499217,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,1.0,False,False,True,True
trainmean,long_form,D4_llmfused,10,7167,766,0.8564650059311981,0.8354726322545154,0.08365949918791239,0.08376822038468622,-0.12995678653253784,0.09369089193135671,-0.6338632359719764,0.5263595536111989,0.08626101480499217,3.0158648410999422,-5.943186266298732,4.245423877505841e-09,1.0,False,False,True,True
pit252,long_form,D4_llmfused,10,7167,766,0.9869513641755635,0.9908315760520766,0.08730225368122678,0.08739728225315482,-0.10885007880212176,0.09047907937327267,-0.7463126413513157,0.4557078550664655,0.08626101480499217,-1.2070793261457817,6.554833693308014,1.0238167481157834e-10,1.0,False,False,True,False
ebshrink,long_form,D4_llmfused,10,7167,766,0.6287069988137604,0.9147794994040525,0.08410503426700165,0.0842184353957319,-0.13483274778801244,0.08697312706704327,-0.4711824582700315,0.6376447791335752,0.08626101480499217,2.4993683912303597,-4.495868193479703,8.00193668996532e-06,1.0,False,False,True,True
valmean,long_form,D4_llmfused,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07210833252908366,0.08311223424904371,0.013476847418155946,-2.8704535321591305,0.0042121152963924356,0.07117849804596708,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,0.12215134359538063,True,False,False,True
trainmean,long_form,D4_llmfused,20,7097,765,0.8564650059311981,0.8354726322545154,0.06874041209595662,0.0684931146007274,0.3597556192767698,0.043726101674241846,-3.532580176591795,0.0004362373388132871,0.07117849804596708,3.425312442580552,-5.519766602079083,4.6523307762380436e-08,0.02268434161829093,True,True,False,True
pit252,long_form,D4_llmfused,20,7097,765,0.9869513641755635,0.9908315760520766,0.07920668633014243,0.07901144573315909,0.24649509533772462,0.026331665908537843,-3.765472853514094,0.00017899674779177347,0.07117849804596708,-11.278951515653977,7.931922659751185,7.664828630594374e-15,0.010381811371922862,True,True,False,False
