disclosure,horizon,challenger,baseline,n_obs,n_days,dm_clust,p_clust,p_holm_clust,dm_obs,p_obs,p_holm_obs,better_obs,better_clust,better_clust_raw,sig_worse_clust,sig_worse_obs
combined,5,D3_e5mistral,A2_har_rv,33060,996,4.07099271560831,5.0527182600201384e-05,0.00015158154780060417,18.301015242040435,1.8958270787086353e-74,3.905403782139789e-72,False,False,False,True,True
combined,10,A3_garch,A2_har_rv,32934,991,4.780015894728846,2.018355267500586e-06,1.2110131605003516e-05,7.758525175789937,8.839599766165612e-15,1.0430727724075422e-12,False,False,False,True,True
combined,10,A4_egarch,A2_har_rv,32934,991,5.456968106618685,6.121211252795592e-08,4.896969002236473e-07,4.803035820281936,1.569643119169369e-06,0.0001255714495335,False,False,False,True,True
combined,10,A5_arima,A2_har_rv,32934,991,4.121509702243425,4.0790179605058765e-05,0.00016316071842023506,7.703066152326031,1.365554962057976e-14,1.5840437559872526e-12,False,False,False,True,True
combined,10,B2_tfidf_ridge,A2_har_rv,32934,991,8.061274791697393,2.1651289309332788e-15,4.330257861866558e-14,31.508890783729314,1.0214610165268172e-214,3.9428395237935136e-212,False,False,False,True,True
combined,10,C1_bert_s1,A2_har_rv,32934,991,6.047802488004784,2.0788222810257994e-09,2.0788222810257995e-08,20.75246036526914,4.7341217585244704e-95,1.0320385433583343e-92,False,False,False,True,True
combined,10,C1_bert_s2,A2_har_rv,32934,991,6.854423249766762,1.2577188574541992e-11,1.760806400435879e-10,27.509588919701052,9.870871027667216e-165,3.059970018576837e-162,False,False,False,True,True
combined,10,C2_finbert_s1,A2_har_rv,32934,991,5.9719187170640815,3.2653411093758492e-09,2.9388069984382642e-08,21.683960352406174,1.5438313564177853e-103,3.489058865504195e-101,False,False,False,True,True
combined,10,C2_finbert_s2,A2_har_rv,32934,991,6.8943788229619605,9.625383716543707e-12,1.443807557481556e-10,27.51189050083478,9.277673162310635e-165,2.894634026640919e-162,False,False,False,True,True
combined,10,C2_finbert_s3,A2_har_rv,32934,991,6.498896339465957,1.280067272389037e-10,1.4080739996279407e-09,26.08995629695443,1.5382035908678666e-148,4.368498198064741e-146,False,False,False,True,True
combined,10,C2_finbert_s4,A2_har_rv,32934,991,6.653080289387883,4.74235927703701e-11,5.690831132444413e-10,25.61056350595231,2.9498908797340685e-143,7.964705375281987e-141,False,False,False,True,True
combined,10,C3_roberta_s1,A2_har_rv,32934,991,7.539633838380113,1.0634275659494601e-13,1.7014841055191361e-12,29.972982097972732,9.189430669261585e-195,3.4000893476267866e-192,False,False,False,True,True
combined,10,C4_longformer,A2_har_rv,32934,991,6.796814286965831,1.8451784139365193e-11,2.398731938117475e-10,25.78335076383131,3.771748381435297e-145,1.0485460500390129e-142,False,False,False,True,True
combined,10,C5_qwen3,A2_har_rv,32934,991,7.631749004976664,5.433710887838283e-14,9.23730850932508e-13,26.838288546129505,5.667638112537142e-157,1.6662856050859196e-154,False,False,False,True,True
combined,10,C5_gteqwen2,A2_har_rv,32934,991,7.794789214213343,1.6275284904504025e-14,3.0923041318557644e-13,27.715187564917315,3.814807765298445e-167,1.2207384848955025e-164,False,False,False,True,True
combined,10,C5_e5mistral,A2_har_rv,32934,991,7.704120571352401,3.190508636674744e-14,5.742915546014538e-13,28.55909841617486,3.1513518165466876e-177,1.058854210359687e-174,False,False,False,True,True
combined,10,D1_concat_mlp,A2_har_rv,32934,991,4.736169899436905,2.4957160009576467e-06,1.2478580004788233e-05,20.476904830820555,1.3077335818211316e-92,2.798549865097221e-90,False,False,False,True,True
combined,10,D2_gated_fusion,A2_har_rv,32934,991,5.335228332707796,1.1828264386799548e-07,8.279785070759684e-07,22.68574703953948,4.566352175801768e-113,1.0776591134892173e-110,False,False,False,True,True
combined,10,D3_qwen3,A2_har_rv,32934,991,1.9032401138719828,0.057299047470698035,0.11459809494139607,7.834647319352956,4.8423212036674506e-15,5.810785444400942e-13,False,False,False,False,True
combined,10,D3_gteqwen2,A2_har_rv,32934,991,0.9883648530678832,0.3232154884279319,0.3232154884279319,3.826201245785799,0.0001303760894139,0.0083440697224944,False,False,False,False,True
combined,10,D3_e5mistral,A2_har_rv,32934,991,2.142632253020592,0.03238594767247588,0.09715784301742764,9.496532842061288,2.3110278855129278e-21,3.466541828269392e-19,False,False,False,False,True
combined,20,A3_garch,A2_har_rv,32634,981,3.4929906389718215,0.0004989785495153805,0.0024948927475769026,8.299944824326616,1.0812402571934822e-16,1.4704867497831362e-14,False,False,False,True,True
combined,20,A4_egarch,A2_har_rv,32634,981,4.179001316047986,3.18943204525497e-05,0.0002232602431678479,4.818512289896807,1.4528171303948192e-06,0.0001162253704315,False,False,False,True,True
combined,20,A5_arima,A2_har_rv,32634,981,2.2688513630279896,0.023494111487882385,0.07048233446364716,5.97939338947516,2.2629501115186054e-09,2.35346811597935e-07,False,False,False,False,True
combined,20,B2_tfidf_ridge,A2_har_rv,32634,981,6.639939312872817,5.1908478013431997e-11,1.03816956026864e-09,29.189491230058536,6.31968108337658e-185,2.4646756225168665e-182,False,False,False,True,True
combined,20,C1_bert_s1,A2_har_rv,32634,981,6.1197433752656565,1.353497678311256e-09,2.1655962852980095e-08,26.319398588736668,4.3615391964345604e-151,1.4567540916091431e-148,False,False,False,True,True
combined,20,C1_bert_s2,A2_har_rv,32634,981,5.666531647010128,1.9151973882521265e-08,2.681276343552977e-07,24.823711677983372,8.879335141010664e-135,2.7881112342773486e-132,False,False,False,True,True
combined,20,C2_finbert_s1,A2_har_rv,32634,981,5.245945731946835,1.9053633034574745e-07,1.714826973111727e-06,22.955594321640127,1.0715477381818778e-115,2.9789027121456196e-113,False,False,False,True,True
combined,20,C2_finbert_s2,A2_har_rv,32634,981,5.499603944451919,4.856744919766886e-08,5.828093903720263e-07,24.8161412803379,1.0680722457141104e-134,3.332385406628024e-132,False,False,False,True,True
combined,20,C2_finbert_s3,A2_har_rv,32634,981,5.345411838532832,1.1224050448000846e-07,1.1281857564462865e-06,23.464037090591525,9.525232979998816e-121,2.705166166319664e-118,False,False,False,True,True
combined,20,C2_finbert_s4,A2_har_rv,32634,981,4.9773812223099805,7.610916714777828e-07,6.088733371822262e-06,22.19229255380457,2.5854534661014992e-108,6.929015289152016e-106,False,False,False,True,True
combined,20,C3_roberta_s1,A2_har_rv,32634,981,5.8770740564820745,5.719000981164729e-09,8.578501471747093e-08,25.2935655211647,8.387276726418084e-140,2.7174776593594593e-137,False,False,False,True,True
combined,20,C4_longformer,A2_har_rv,32634,981,5.36219774970695,1.0256234149511696e-07,1.1281857564462865e-06,22.849560510217067,1.174789696511795e-114,3.242419562372554e-112,False,False,False,True,True
combined,20,C5_qwen3,A2_har_rv,32634,981,6.382627711323578,2.6816958122781795e-10,4.558882880872905e-09,25.96806421296686,3.5692520164909705e-147,1.1778531654420202e-144,False,False,False,True,True
combined,20,C5_gteqwen2,A2_har_rv,32634,981,6.613832609782447,6.147785452467364e-11,1.168079235968799e-09,26.372580041406003,1.1039754370131867e-151,3.709357468364308e-149,False,False,False,True,True
combined,20,C5_e5mistral,A2_har_rv,32634,981,6.522798904021097,1.1039871699559719e-10,1.9871769059207495e-09,27.077255720296264,1.0670322469081549e-159,3.755953509116705e-157,False,False,False,True,True
combined,20,D1_concat_mlp,A2_har_rv,32634,981,3.9195783850388533,9.486979267773243e-05,0.0005692187560663946,17.932734715806284,1.4456237372242306e-71,3.4116720198491836e-69,False,False,False,True,True
combined,20,D2_gated_fusion,A2_har_rv,32634,981,5.647599826868967,2.130999579538986e-08,2.7702994534006816e-07,24.569948940446565,4.212975293707449e-132,1.3060223410493092e-129,False,False,False,True,True
combined,20,D3_qwen3,A2_har_rv,32634,981,1.930111955849631,0.05388128059876049,0.10776256119752098,7.604721003904659,2.9317792699982814e-14,3.6940418801978335e-12,False,False,False,False,True
combined,20,D3_gteqwen2,A2_har_rv,32634,981,0.2364677066535078,0.8131191777699868,0.8131191777699868,0.5157668242868586,0.6060207702950093,1.0,False,False,False,False,False
combined,20,D3_e5mistral,A2_har_rv,32634,981,2.424969705518082,0.015489529333079401,0.061958117332317604,8.916389434350844,5.062100430189587e-19,7.593150645284378e-17,False,False,False,False,True
