model,disclosure,horizon,axis,stratum,n,rel_impr_pct,dm_q_stat,dm_q_p,ci_lo,ci_hi,placebo_rel_impr_pct
C4_longformer,long_form,5,vol_regime,low,2651,1.1437077784881395,-3.2720298710336393,0.001081482083253467,0.0005325499327232708,0.001962485680041198,-0.01894169744800857
C4_longformer,long_form,5,period,<=2022,1977,0.9847289098737343,-2.332281174871606,0.019785880495503654,0.00019796120316568206,0.0020782761679839744,0.015480400561637284
C4_longformer,long_form,5,period,2023,1982,1.4373906323396475,-4.2864569553673,1.902571834437332e-05,0.0008669544518325578,0.0022559450161006855,-0.015379763271147923
C4_longformer,long_form,5,period,2024-2025,3992,1.7964782989795454,-7.922426431644618,2.9966147379375227e-15,0.001769315866423917,0.002934904773377919,-0.010023137457469586
C4_longformer,long_form,5,form,10-Q,5960,1.4843066641067735,-7.352578681984677,2.2060374194760586e-13,0.0012956590336515163,0.002253206105966598,-0.019406668251424203
C4_longformer,long_form,5,form,10-K,1991,1.6498444969140802,-4.610074255233419,4.280848831855408e-06,0.001199033046684962,0.0028444690418809424,0.036327650661795385
C4_longformer,long_form,10,all,ALL,7933,-2.6076340994257934,16.83792072067941,1.555416941660279e-62,-0.0025362617043695177,-0.0020102980656736694,-0.22794338753571686
C4_longformer,long_form,10,vol_regime,mid,2644,-2.3387635141940732,8.173788939787375,4.583267016275249e-16,-0.0022888591228627155,-0.0014069125454825146,-0.22816217470510686
C4_longformer,long_form,10,vol_regime,high,2644,-2.784938018141576,12.100132093920156,7.657197263011641e-33,-0.003493389357315663,-0.002535315810303986,-0.25477840663482615
C4_longformer,long_form,10,vol_regime,low,2645,-2.6383688716216653,7.650445632949167,2.7860902404339842e-14,-0.0024696670166762537,-0.001446198669854523,-0.1891041489453403
C4_longformer,long_form,10,period,<=2022,1976,-1.8957517151056207,4.731382000648159,2.3880744509414876e-06,-0.002084252621628672,-0.0008679584187555035,0.2673891269223286
C4_longformer,long_form,10,period,2023,1982,-1.9919372883214337,7.4439231565192925,1.4495052128497529e-13,-0.002154318787311787,-0.0012653486393398006,-0.679946881219157
C4_longformer,long_form,10,period,2024-2025,3975,-3.186855530656372,16.106091055268568,1.3799137786917702e-56,-0.0033154422555337496,-0.0025966875921252987,-0.22564142405361662
C4_longformer,long_form,10,form,10-Q,5949,-2.6206127683128035,13.750965254263336,2.2238297088948898e-42,-0.0024989280532867635,-0.0018937811851461954,-0.23013208153309309
C4_longformer,long_form,10,form,10-K,1984,-2.574791360520198,9.802780187466732,3.464026302496324e-22,-0.0030586290718608907,-0.0020416432294947887,-0.22240486073255475
C4_longformer,long_form,20,all,ALL,7902,-9.341306531512819,8.42968481560756,4.0806800402670414e-17,-0.008102568477871592,-0.004958629904273604,-0.06850042004420051
C4_longformer,long_form,20,vol_regime,mid,2634,-6.887092513935152,3.27550318173552,0.0010684125495348845,-0.007051499468249513,-0.001957091385997108,-0.15033071351004032
C4_longformer,long_form,20,vol_regime,high,2634,-4.126437177870452,2.559230843120282,0.010545828033986016,-0.006049606039157337,-0.0008476286288602219,-0.04028997683091335
C4_longformer,long_form,20,vol_regime,low,2634,-18.962561028548194,7.421068684094545,1.5593220703487965e-13,-0.015181554827384525,-0.008499584299531255,-0.022839600629136668
C4_longformer,long_form,20,period,<=2022,1975,-14.527261968868197,6.005415787756708,2.2659036593769096e-09,-0.009870040517749873,-0.00499040101735694,0.03336825873689167
C4_longformer,long_form,20,period,2023,1979,-2.7761127053101373,1.4877608752689315,0.13697336045007993,-0.004957498029953222,0.0006837118205955544,-0.04500779243518993
C4_longformer,long_form,20,period,2024-2025,3948,-10.864720955168282,6.8380610415186105,9.263428815946594e-12,-0.010789775046869487,-0.005864950364168809,-0.11509258405003686
C4_longformer,long_form,20,form,10-Q,5930,-1.1806980424511717,1.077100308333443,0.2814792777630639,-0.0023550211450385416,0.0006968553484657754,-0.10863087958771818
C4_longformer,long_form,20,form,10-K,1972,-32.45183699555727,10.172901448941843,9.986698029207976e-24,-0.028209812138446987,-0.019242806715037343,0.04514750327667553
C5_qwen3,long_form,5,all,ALL,7951,-1.0346893475750993,4.020571223142068,5.85938373977865e-05,-0.0018762987604765905,-0.0006467664742047738,-0.008090011172781929
C5_qwen3,long_form,5,vol_regime,mid,2650,-0.8257991735287801,1.6910897429443217,0.09093729597179155,-0.001993503058082817,0.00022480576186310368,-0.004426126661403803
C5_qwen3,long_form,5,vol_regime,high,2650,-0.5605150445625596,1.4507174877175815,0.14697694161047103,-0.0018382661163744167,0.0002332120932523429,-0.021515769621839584
C5_qwen3,long_form,5,vol_regime,low,2651,-1.8496224827071266,3.6625041770094797,0.00025465036329651053,-0.0031194934787344077,-0.0009358000252402604,0.004962676511971846
C5_qwen3,long_form,5,period,<=2022,1977,0.5187834171307923,-0.7799991073225887,0.4354848170964787,-0.0008365395635080398,0.0020590527109523634,-0.04349770302528862
C5_qwen3,long_form,5,period,2023,1982,-1.8148517028283326,3.811413151135906,0.00014239335868945077,-0.002971113085683146,-0.000928447805829747,0.04618976622413924
C5_qwen3,long_form,5,period,2024-2025,3992,-1.3848692374852416,4.313459814369273,1.6460683653105618e-05,-0.0026463412510038388,-0.001054262000190246,-0.015071632334536995
C5_qwen3,long_form,5,form,10-Q,5960,-0.8045864790923535,3.600292916829591,0.0003204438876184405,-0.0014941260879282952,-0.0004689284280823605,-0.01271086498441181
C5_qwen3,long_form,5,form,10-K,1991,-1.7099683329985196,2.141555782894555,0.03235035302066174,-0.003933569288433608,-0.00014550755045410533,0.005470730135149004
C5_qwen3,long_form,10,all,ALL,7933,-3.1346123604403946,4.410135289649693,1.0466882649753479e-05,-0.0038674018356263085,-0.0015854220238089433,-0.17808685194308765
C5_qwen3,long_form,10,vol_regime,mid,2644,-3.027594434892321,2.3248612963315094,0.020154761658564863,-0.004377890573687601,-0.00035372775579553556,0.05510430603851704
C5_qwen3,long_form,10,vol_regime,high,2644,-3.152928830827873,2.6764938363751294,0.007485640937348932,-0.005894346871328541,-0.0010287002106320333,-0.15107024815371656
C5_qwen3,long_form,10,vol_regime,low,2645,-3.2220237671069856,2.4687443735048205,0.01362160285199406,-0.004308771276392151,-0.00048422259207114973,-0.46484274564593786
C5_qwen3,long_form,10,period,<=2022,1976,-0.5836416242231539,0.3236639890878519,0.7462267056311817,-0.0029870054567093193,0.002372991603003179,-0.3413212528489294
C5_qwen3,long_form,10,period,2023,1982,-3.8024641691993173,2.471872073494389,0.01352424322656601,-0.005949466333180679,-0.0008788740132665748,-0.04143286261902022
C5_qwen3,long_form,10,period,2024-2025,3975,-3.8869857299399033,4.60123916557166,4.330822787916997e-06,-0.005235885594098462,-0.0021086815645378326,-0.1731819946261497
C5_qwen3,long_form,10,form,10-Q,5949,-0.013088100370907454,0.023783203123850863,0.9810263360242888,-0.0008984571521606954,0.0008750759727494852,-0.19989200892448628
C5_qwen3,long_form,10,form,10-K,1984,-11.033681760658295,5.01460272167112,5.78727317359156e-07,-0.015104648534856928,-0.006841949275961211,-0.1229085371428435
C5_qwen3,long_form,20,all,ALL,7902,-6.646698813197656,4.823954162639518,1.4337456590562837e-06,-0.006579529255995873,-0.0027018328939780395,-0.016272257470371736
C5_qwen3,long_form,20,vol_regime,mid,2634,-8.878062101729604,3.358770706809662,0.000794043422044451,-0.008986165155840936,-0.0024008563158522786,0.003308409068404872
C5_qwen3,long_form,20,vol_regime,high,2634,-6.368298296795532,2.986987720910173,0.002843406773280766,-0.008750842843108083,-0.001818435281534702,-0.025219032967188908
C5_qwen3,long_form,20,vol_regime,low,2634,-4.733335830715254,1.7921693513736494,0.07322061758934269,-0.006144771034731129,0.00011223540433611658,-0.02420771300294105
C5_qwen3,long_form,20,period,<=2022,1975,-8.17158412889376,3.0680780788556246,0.0021836824337196485,-0.006963414937870705,-0.0014560663546774899,-0.027683282855709774
C5_qwen3,long_form,20,period,2023,1979,0.9022093532288856,-0.356148984967387,0.721766976093648,-0.0032070127766523136,0.004152884650353392,0.006219821963143348
C5_qwen3,long_form,20,period,2024-2025,3948,-9.914564511209319,5.040394177838595,4.854071906091754e-07,-0.010608325793794079,-0.004715324222302921,-0.023662743818449704
C5_qwen3,long_form,20,form,10-Q,5930,6.240678911840125,-6.735244364596287,1.790856250723963e-11,0.003044414128769012,0.005557115493913018,-0.049454112148654375
C5_qwen3,long_form,20,form,10-K,1972,-43.14325858755097,10.153564422584349,1.2058468966291523e-23,-0.037495688776142504,-0.025617262312250186,0.07769748319588136
D2_gated_fusion,long_form,5,all,ALL,7951,-0.1171051018852128,1.1186792068835545,0.2633108190208949,-0.0003969142398645529,9.693623437656276e-05,-0.07371628772459628
D2_gated_fusion,long_form,5,vol_regime,mid,2650,-0.4050800567852283,2.136500020122073,0.0327300653021348,-0.0009133347678178715,-4.1464069893123856e-05,-0.007612797711945485
D2_gated_fusion,long_form,5,vol_regime,high,2650,0.42382648914946697,-2.3275602678745453,0.020010441055758884,9.975096004654241e-05,0.0010855297376277783,-0.03402155779520332
D2_gated_fusion,long_form,5,vol_regime,low,2651,-0.4961604189864748,2.9711546971074516,0.0029934983611701878,-0.0008949299149234591,-0.00018631905197059783,-0.19280174377580792
D2_gated_fusion,long_form,5,period,<=2022,1977,-0.686637662676001,2.6550586101123286,0.00799313352696697,-0.0013559861341563915,-0.0001873568295560112,-0.598965792842109
D2_gated_fusion,long_form,5,period,2023,1982,0.12152505492107615,-0.6469316438473249,0.5177511344102632,-0.00025549377350198835,0.0005288096235023912,0.08027261852068003
D2_gated_fusion,long_form,5,period,2024-2025,3992,0.03070698831929262,-0.22473438165840973,0.8221974209419692,-0.00029445641052731615,0.00039369465347319156,0.08969679324044645
D2_gated_fusion,long_form,5,form,10-Q,5960,-0.2160260017870901,1.8392981629774932,0.06592106300704027,-0.0005359050517133915,7.593763974637383e-06,-0.08244400363646741
D2_gated_fusion,long_form,5,form,10-K,1991,0.17319638528603615,-0.7758219678205619,0.4379463001969308,-0.0003382599629657114,0.0007481625619021494,-0.048103207866471334
D2_gated_fusion,long_form,10,all,ALL,7933,0.1348815382416972,-0.5614295431314699,0.5745206099090301,-0.00026464122319207054,0.0005207488487708925,0.009990736683990774
D2_gated_fusion,long_form,10,vol_regime,mid,2644,0.4107213785594981,-1.0859768695268341,0.2775882622257147,-0.0002599574907826822,0.0009383246950747334,0.028007111708986326
D2_gated_fusion,long_form,10,vol_regime,high,2644,-0.39798934252333984,0.9248410271397977,0.35513303667234125,-0.0013111615619262227,0.0005155677601001019,0.01548682565803364
D2_gated_fusion,long_form,10,vol_regime,low,2645,0.6082808085845421,-1.4314411562177505,0.15242200870283978,-0.00018791950358718323,0.0010627568382825473,-0.017068160396455225
D2_gated_fusion,long_form,10,period,<=2022,1976,-0.3454856191757873,0.7071783816068306,0.47953906181561456,-0.001025821666098305,0.0004751364076818347,-0.04493698509279229
D2_gated_fusion,long_form,10,period,2023,1982,0.6831977315183166,-1.3379780997250912,0.18105713934920215,-0.00018191765932872378,0.0015349655383657943,0.0380191646205804
D2_gated_fusion,long_form,10,period,2024-2025,3975,0.08202096032645738,-0.2507268434150523,0.8020382672112754,-0.0005390864286336471,0.0007065654539181498,0.019907472782506003
D2_gated_fusion,long_form,10,form,10-Q,5949,0.36204552464522727,-1.33368037701343,0.18235969586761014,-0.0001310701461641543,0.000744294616269665,0.008227939051801548
D2_gated_fusion,long_form,10,form,10-K,1984,-0.4399607324993587,0.8672778206328711,0.38589473879139574,-0.0013292366225477238,0.000625278849791704,0.014451525604751084
D2_gated_fusion,long_form,20,all,ALL,7902,-6.000683385285953,4.276267572750569,1.9228917715230455e-05,-0.0061674466031176895,-0.002286294799454345,0.0034444238042494676
D2_gated_fusion,long_form,20,vol_regime,mid,2634,-4.404998715941407,1.82729359233119,0.0677687724627445,-0.005760431651714679,0.0003973002449493122,0.012306597526232158
D2_gated_fusion,long_form,20,vol_regime,high,2634,-8.354724833211847,3.8090523758192085,0.000142689246663188,-0.010634886127763194,-0.0033731853541345423,-0.029126329320421484
D2_gated_fusion,long_form,20,vol_regime,low,2634,-4.4350483927491124,1.6638102630702947,0.09626935069534417,-0.00583764028173538,0.00046907080086393537,0.03868408128299086
D2_gated_fusion,long_form,20,period,<=2022,1975,-7.300733302653717,2.7869738684875047,0.005371195866999847,-0.006557997362546647,-0.0011207255958502337,0.041494079935274236
D2_gated_fusion,long_form,20,period,2023,1979,1.961873046017593,-0.6867808019601912,0.4923013737889745,-0.0027236237787339863,0.005642691185937608,-0.03522204018317042
D2_gated_fusion,long_form,20,period,2024-2025,3948,-9.552969835402552,4.998409359401583,6.031350126468324e-07,-0.010223127226375407,-0.00432638418004636,0.009852361455885965
D2_gated_fusion,long_form,20,form,10-Q,5930,-3.6209622143672218,2.1730623386998733,0.029815088940876814,-0.004663774529799882,-0.0002312641969057361,-0.003600302377575855
D2_gated_fusion,long_form,20,form,10-K,1972,-12.739962532198271,5.234159181712513,1.833758081002348e-07,-0.01279516061168029,-0.005812462375653515,0.02339481834335156
B1_bow_ridge,event_driven,5,all,ALL,25109,1.3314178846094407,-7.425037323681767,1.1633381399129666e-13,0.0012382230198305483,0.002142898371363505,-0.027252487871800596
B1_bow_ridge,event_driven,5,vol_regime,high,8370,1.5369012363387422,-4.885115779426023,1.052857357013161e-06,0.0011759010654151397,0.002693518453228573,-0.009998397218769014
B1_bow_ridge,event_driven,5,vol_regime,low,8370,1.0623027917165586,-3.077598465211608,0.0020935054335496925,0.000526545400468309,0.0022476796048941793,-0.035856976133946915
B1_bow_ridge,event_driven,5,vol_regime,mid,8369,1.4070731401489127,-5.037121391738741,4.824625001570095e-07,0.0010640897694612328,0.0023928347810677586,-0.03569660201473802
B1_bow_ridge,event_driven,5,period,<=2022,6247,1.7457430772219096,-5.1342034512422074,2.9191473201697834e-07,0.0012241415993832635,0.002678359322534817,-0.04449773128667733
B1_bow_ridge,event_driven,5,period,2023,6237,0.7036495239650294,-1.742058671309769,0.08154748038484436,-0.00012043632186344957,0.0018203722111606508,-0.055732969906028225
B1_bow_ridge,event_driven,5,period,2024-2025,12625,1.4472799794873392,-5.980377406850937,2.2864113826835465e-09,0.001311587760931809,0.002621362047901747,-0.007441232247139646
B1_bow_ridge,event_driven,5,form,Other,12077,1.0991632667197915,-3.9149544587423075,9.091813134023644e-05,0.0007197459709129027,0.002126532398911289,-0.025331713463039838
B1_bow_ridge,event_driven,5,form,"8.01,9.01",3405,0.0937606768384226,-0.18390268056622192,0.8541007556501949,-0.001242685579916115,0.0014619291896544166,-0.0039223072940996265
B1_bow_ridge,event_driven,5,form,"7.01,9.01",2020,0.4046009322895295,-0.7256825021288644,0.46811753667237044,-0.0008569442559677147,0.0018695498256537878,0.01835088934985774
B1_bow_ridge,event_driven,5,form,5.02,1661,0.14014723217248712,-0.251778457069648,0.8012434760034299,-0.00150119096702893,0.001661828413134706,-0.06649406086640587
B1_bow_ridge,event_driven,5,form,"2.02,9.01",5946,3.5045563022516686,-12.092736700119914,2.8290447076699513e-33,0.0032914826927539624,0.004536226734637889,-0.0517210428222755
B1_bow_ridge,event_driven,10,all,ALL,25001,1.2287187745886017,-6.013781741674704,1.837596110558525e-09,0.0007020541198909705,0.001457696893267413,0.00019012100502025636
B1_bow_ridge,event_driven,10,vol_regime,high,8334,1.3146820711795566,-3.8215979029881035,0.00013355426723747,0.0006050820442106107,0.0019046020332334154,-0.0028711829769165922
B1_bow_ridge,event_driven,10,vol_regime,low,8335,1.078629140562567,-2.5454452399243848,0.01093170598660485,0.0001712816658437545,0.0015797291036421827,-0.009295727719953085
B1_bow_ridge,event_driven,10,vol_regime,mid,8332,1.2802345566411548,-3.954023111692087,7.748410910264634e-05,0.0005455277730575228,0.0016133577960630028,0.013041409060297295
B1_bow_ridge,event_driven,10,period,<=2022,6239,2.2622244483776464,-4.766126833031351,1.9205877662502755e-06,0.0009885929490618026,0.0024200038274169314,-0.01413699831528986
B1_bow_ridge,event_driven,10,period,2023,6233,0.18152650839868606,-0.3986640488424015,0.6901544195716206,-0.0006491683407039697,0.0008610735811930162,0.00010627864634151975
B1_bow_ridge,event_driven,10,period,2024-2025,12529,1.2620907857981818,-4.943092537148892,7.78880107859143e-07,0.0007436241935416469,0.0017066506754971878,0.0059486212633996114
B1_bow_ridge,event_driven,10,form,Other,12022,0.7980603400247767,-2.481070819856165,0.013112405778224118,0.00015074854980575228,0.001317955466624218,0.01439437635935804
B1_bow_ridge,event_driven,10,form,"8.01,9.01",3386,0.6606160112582902,-1.1724778341950421,0.24108777271309517,-0.00042169613636496597,0.0015726671426582043,-0.009642214796965132
B1_bow_ridge,event_driven,10,form,"7.01,9.01",2008,1.735229296492431,-2.9889293324892225,0.0028335641181639077,0.0005641249056914322,0.0027425470162674576,0.008681528523490505
B1_bow_ridge,event_driven,10,form,5.02,1654,1.3527008181774336,-2.259250588945907,0.023997570918189947,0.0002396077937635154,0.0025841723464771395,-0.015622735473250866
B1_bow_ridge,event_driven,10,form,"2.02,9.01",5931,2.4966537797533137,-7.933308398107888,2.531938891275457e-15,0.0013643271920933035,0.0022166889431774286,-0.027184700746166763
B1_bow_ridge,event_driven,20,all,ALL,24732,1.5311119888873492,-6.503969438273341,7.972150326750355e-11,0.0006951787195282735,0.0012707214334544965,0.005587476985023961
B1_bow_ridge,event_driven,20,vol_regime,high,8244,1.2570852342625847,-3.305645613414405,0.0009516272459765961,0.00035204121013940516,0.001466391183071932,0.002391338719390266
B1_bow_ridge,event_driven,20,vol_regime,low,8245,1.8594858815792479,-3.5442032813308892,0.00039598255484717983,0.0004227623422461374,0.001601720948680407,0.0040382134612325
B1_bow_ridge,event_driven,20,vol_regime,mid,8243,1.558383922224025,-3.881731790916393,0.00010452444593843153,0.0004838064743607081,0.0014742231376741837,0.010703725225406465
B1_bow_ridge,event_driven,20,period,<=2022,6226,2.5595996370917486,-5.080277284845497,3.8786389690710466e-07,0.0008318474552665759,0.0018687803660494319,0.0003411606794387668
B1_bow_ridge,event_driven,20,period,2023,6226,0.4314089574570327,-0.7942561653556527,0.4270765942164358,-0.0004267731397870464,0.0008560515091839282,0.006743585603694666
B1_bow_ridge,event_driven,20,period,2024-2025,12280,1.6164756468666226,-5.388313866626611,7.243533337924957e-08,0.0007302909545278531,0.0016113743702982394,0.007036286448850727
B1_bow_ridge,event_driven,20,form,Other,11877,0.7262791336780515,-1.8266191730843178,0.06778213771252944,-5.6929768268697395e-05,0.00100860876982261,0.0037450019077949316
B1_bow_ridge,event_driven,20,form,"8.01,9.01",3332,2.7418685769402686,-4.632443860457923,3.7520994803908835e-06,0.00104362009604521,0.002620043870694342,0.011556041918637797
B1_bow_ridge,event_driven,20,form,"7.01,9.01",1977,2.9925673402792685,-4.49697516338166,7.292563525837543e-06,0.0011983044001980577,0.0029783278253337183,0.017384197189958737
B1_bow_ridge,event_driven,20,form,5.02,1629,1.1260753933103624,-1.5715846996475373,0.11624121343168396,-0.00013904036526657827,0.0018341877164807364,0.0008621511315838586
B1_bow_ridge,event_driven,20,form,"2.02,9.01",5917,2.2650981231773955,-7.10740735998047,1.321822099350638e-12,0.000846543586000746,0.0015037638961205098,0.0026178780523574544
B2_tfidf_ridge,event_driven,5,all,ALL,25109,1.2074814852933002,-7.0468232020146075,1.8777638397358487e-12,0.0011085040001995432,0.001965393713051187,-0.002401394347185653
B2_tfidf_ridge,event_driven,5,vol_regime,high,8370,1.7275811511526449,-6.012061922050681,1.908532952029407e-09,0.0014750705952493624,0.0028894941872964542,-0.0042202452004260725
B2_tfidf_ridge,event_driven,5,vol_regime,low,8370,0.952566259654805,-2.9889962664571947,0.0028070871739186622,0.00042420470735636106,0.0020541143989920834,-0.0009590207703607549
B2_tfidf_ridge,event_driven,5,vol_regime,mid,8369,0.9482351991258191,-3.4425884507057667,0.0005789954582979802,0.00048326475668513937,0.001798540663432668,-0.0020773419504927764
B2_tfidf_ridge,event_driven,5,period,<=2022,6247,1.3686185891207723,-3.6674503241654017,0.00024701834876632897,0.0007345344656692815,0.0023384362622888896,-0.014570672878667328
B2_tfidf_ridge,event_driven,5,period,2023,6237,0.9603131118866516,-2.7837823843163982,0.005389092549788492,0.0003486482566276832,0.001998959849056425,0.004760816673200972
B2_tfidf_ridge,event_driven,5,period,2024-2025,12625,1.2539042735868249,-5.388592864751329,7.228714547736572e-08,0.001072849872095593,0.0023118666197462453,-0.0007178870648616758
B2_tfidf_ridge,event_driven,5,form,Other,12077,0.9041318298663746,-4.072910901267867,4.672561701449779e-05,0.0006052748126865772,0.0017226645034122572,-0.0043857575251064485
B2_tfidf_ridge,event_driven,5,form,"8.01,9.01",3405,0.18247633800384794,-0.31739504227511917,0.7509633348568993,-0.001192293594674467,0.0017855523492087565,0.006380051083678215
B2_tfidf_ridge,event_driven,5,form,"7.01,9.01",2020,0.15468517701531156,-0.274804213433934,0.7834947771030047,-0.0011432012624787856,0.0015892367183179049,0.02421149120100784
B2_tfidf_ridge,event_driven,5,form,5.02,1661,0.6101245045011319,-1.0247305697014273,0.305639636145825,-0.000763419564229822,0.0025123581494801662,-0.011654818391633752
B2_tfidf_ridge,event_driven,5,form,"2.02,9.01",5946,3.2447592949823085,-8.728727291679306,3.3017007463137955e-18,0.002828838658834545,0.004438716029853911,-0.010799960629267163
B2_tfidf_ridge,event_driven,10,all,ALL,25001,1.3547084106734704,-7.2088163875639015,5.804284712576473e-13,0.0008673891207045896,0.001514448830390927,-0.017450474508863913
B2_tfidf_ridge,event_driven,10,vol_regime,high,8334,1.4622660987830285,-4.873568411050694,1.1162372871454394e-06,0.0008401764892059963,0.001953685138296626,-0.0006748124023795043
B2_tfidf_ridge,event_driven,10,vol_regime,low,8335,1.3826524259057993,-3.6360204291462646,0.0002785519597916383,0.0005438125199415295,0.0017746615136440378,0.005559623995644524
B2_tfidf_ridge,event_driven,10,vol_regime,mid,8332,1.2055368218045786,-3.8174008878240517,0.0001358421697138847,0.000507418903699215,0.0015424851817200547,-0.0591860209733378
B2_tfidf_ridge,event_driven,10,period,<=2022,6239,1.7203155179878842,-3.894677654632611,9.935682766869858e-05,0.0006304571498632489,0.001997687613885441,0.025659231476588502
B2_tfidf_ridge,event_driven,10,period,2023,6233,0.7636659740313817,-2.0826399993397016,0.03732473135319258,4.268335029477757e-05,0.001223732149414869,-0.026212578369546817
B2_tfidf_ridge,event_driven,10,period,2024-2025,12529,1.4605053600650109,-5.858886006046217,4.776940938482587e-09,0.0009537619643131596,0.0018893144388546386,-0.030936676781324304
B2_tfidf_ridge,event_driven,10,form,Other,12022,1.0394936861355668,-4.0474406810710235,5.2104984929110914e-05,0.0004686813951717344,0.0014333250938676784,-0.0369906629139999
B2_tfidf_ridge,event_driven,10,form,"8.01,9.01",3386,0.6426509570315391,-1.0413136619926842,0.2978043645490648,-0.0005308758890522929,0.0017384302041461765,-0.03257998365413746
B2_tfidf_ridge,event_driven,10,form,"7.01,9.01",2008,1.7328890068292142,-2.568092983757815,0.01029774919877692,0.0003926304986713297,0.0028952044477616465,-0.00406060164310544
B2_tfidf_ridge,event_driven,10,form,5.02,1654,1.7966081569311019,-2.3031220782411386,0.021395604260120108,0.0003970148819184126,0.003464431593580658,0.004744574159563824
B2_tfidf_ridge,event_driven,10,form,"2.02,9.01",5931,2.358514130724345,-5.917462381182262,3.4522496940627844e-09,0.0011625383461898971,0.0022531180745138137,0.029930422089301606
B2_tfidf_ridge,event_driven,20,all,ALL,24732,1.839723831694423,-8.222041279968158,2.0979438973542498e-16,0.0009048991084656466,0.0014648792023020146,-0.01885815670889954
B2_tfidf_ridge,event_driven,20,vol_regime,high,8244,1.4263353614627485,-3.802797183102072,0.0001441042145060164,0.0004995114293273549,0.0015759978339954731,-0.041724207317422844
B2_tfidf_ridge,event_driven,20,vol_regime,low,8245,2.6141694372030284,-5.54112966448808,3.09788224794489e-08,0.0009133238468046893,0.001991854409071716,-0.015235439713150471
B2_tfidf_ridge,event_driven,20,vol_regime,mid,8243,1.6319428436377617,-3.928717683282692,8.609741238928398e-05,0.0004940402830755826,0.0015289791671301454,0.004627069556048479
B2_tfidf_ridge,event_driven,20,period,<=2022,6226,2.592113142562067,-4.601259066772563,4.282694229073046e-06,0.000797143500926627,0.0019269749237359854,-0.03459692706523447
B2_tfidf_ridge,event_driven,20,period,2023,6226,1.371426559417894,-3.155716198091742,0.0016086788434206962,0.0003070826003572392,0.0013555077415395576,-0.026038235715072265
B2_tfidf_ridge,event_driven,20,period,2024-2025,12280,1.7599309932772909,-6.076580588932842,1.264086985079487e-09,0.0008624517229520848,0.0016878352259141205,-0.010006494211954375
B2_tfidf_ridge,event_driven,20,form,Other,11877,1.1442742948606772,-3.560323240880928,0.00037184622719539374,0.00035264877013923353,0.00118778650899027,-0.01794274247424732
B2_tfidf_ridge,event_driven,20,form,"8.01,9.01",3332,1.5169551848150318,-1.8857097183071163,0.059421024834216636,-3.084811978387392e-05,0.0021244220753061957,0.019262033432966966
B2_tfidf_ridge,event_driven,20,form,"7.01,9.01",1977,3.2597933435218565,-4.135426155800671,3.6912977304779145e-05,0.001193403414107319,0.003366086988966047,0.08068535416341209
B2_tfidf_ridge,event_driven,20,form,5.02,1629,1.1047434766400546,-0.994471051201188,0.32014137621232835,-0.0007455920456231809,0.0023084716403139562,-0.033390885738958674
B2_tfidf_ridge,event_driven,20,form,"2.02,9.01",5917,3.5446317161218728,-7.506041251870308,6.995988308460975e-14,0.0013773017108968644,0.002311577395438928,-0.0878628883952709
B3_lm_linear,event_driven,5,all,ALL,25109,0.24765520989577852,-4.822962301312632,1.4227011323987622e-06,0.00018623625102218733,0.0004465818726245413,0.017706753861883563
B3_lm_linear,event_driven,5,vol_regime,high,8370,0.18260733640726218,-2.0478370114115596,0.04060711598201683,3.0983453157384537e-06,0.00045700557463896854,0.03229637879903294
B3_lm_linear,event_driven,5,vol_regime,low,8370,0.21749649302877644,-2.4192771992169724,0.015572564415324877,5.054594754847017e-05,0.0005151521314764403,0.02224459967772861
B3_lm_linear,event_driven,5,vol_regime,mid,8369,0.34568436347494164,-3.758660774018943,0.00017198751753264734,0.00020103879996138585,0.0006462331387134155,-0.0019258442151136737
B3_lm_linear,event_driven,5,period,<=2022,6247,0.28542288329720855,-2.520002929979029,0.01176011401293872,6.588127809613136e-05,0.0005602441661273538,0.082580694479378
B3_lm_linear,event_driven,5,period,2023,6237,0.06895965494653473,-0.6957811553605975,0.48659182094899966,-0.00014081001982051356,0.0003348920936501289,-0.023314251152501905
B3_lm_linear,event_driven,5,period,2024-2025,12625,0.31301074853246585,-4.435882370282746,9.247166438690722e-06,0.00023858845265366517,0.0006124634817315873,0.010012922570247829
B3_lm_linear,event_driven,5,form,Other,12077,-0.01120524588320305,0.13547213242286912,0.8922408541768049,-0.00023225155866434053,0.0001988688253714073,0.02968690365300723
B3_lm_linear,event_driven,5,form,"8.01,9.01",3405,0.20959079460143004,-1.6509111682236723,0.0988489619481853,-5.92311653492821e-05,0.0006042961573574598,-0.017913783910471586
B3_lm_linear,event_driven,5,form,"7.01,9.01",2020,0.35971614088563253,-1.7379709081862074,0.08236840490843217,-5.068548330036732e-05,0.0009683038107897103,-0.008978903774290035
B3_lm_linear,event_driven,5,form,5.02,1661,0.03961190733555044,-0.3625914970752243,0.7169562211240447,-0.00025597717004306774,0.00034970952281160555,-0.016928113681609
B3_lm_linear,event_driven,5,form,"2.02,9.01",5946,0.9162902681264389,-9.448118487068855,4.842815332566574e-21,0.0008143923686791662,0.00123786452373687,0.03615554086066133
B3_lm_linear,event_driven,10,all,ALL,25001,0.2001155233282111,-3.0349065413379637,0.002408575147536612,6.19296653428827e-05,0.0002948920924024782,0.021775325601755074
