section,metric,full_ohlcv_rows,crsp_rows,joined_rows,max_abs_diff_adj_close,max_abs_diff_close,max_abs_diff_volume,identical_on_join,n_rows,n_unreconstructed,max_abs_diff,max_rel_diff,bitwise_exact,modelled_rows_checked,max_abs_diff_pred_vs_aligned,passed,disc,h,value,committed,rel_diff,committed_table,n_tickers,n_yahoo_ok,n_no_data,n_mismatch,mismatch_tickers,coverage_raw,coverage_clean,rows_covered,rows_no_public_data,rows_window_incomplete,rows_symbol_mismatch,exit_year,n_firms,firms_no_public_data,firms_symbol_mismatch,year,scope,n,pearson_logRV,spearman_logRV,mean_dlog,sd_dlog,rmse_dlog,split,family,panel,model,n_days,qlike_a2,qlike_text,dm,p,holm,sig,qlike_R,qlike_U,rel_impr_pct,g_log,placebo_dm,genuine,ranking,q_A2_har_rv,q_B2_tfidf_ridge,q_C2_finbert_s1,q_C6_llmtext,panel_vs_A,n_cells,sign_agree,holm_sig_agree,full_agree
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,6939.0,0.9912580739418535,0.9950461490010523,0.001600148554876487,0.052864586113771005,0.052884990242421666,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,7234.0,0.9915121165240386,0.9961106375516852,0.0023818520813484426,0.061143128601614326,0.06118528092039759,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,7244.0,0.998086975405899,0.9990944535096581,0.0008868678818567249,0.024967484869906853,0.02498150878853554,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,7424.0,0.9982771491396867,0.998058487581431,0.0009113039413175797,0.023271996031536995,0.023288265789704877,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,7447.0,0.9978631645493932,0.9976125064415893,0.001250770176231954,0.02503080262673827,0.025060354602826993,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,8360.0,0.9995572970037764,0.9995294783732367,0.0005065021216323124,0.020490215674802924,0.02049524973339621,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,7898.0,0.9999902504026048,0.9999932764727577,4.6697078588104025e-05,0.002321105511966028,0.0023214282836673344,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,8354.0,0.9997681919796311,0.9997351600387596,0.0005092235832726557,0.013775290991400227,0.013783875937157622,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,7893.0,0.9999869452020707,0.9999926716299751,6.315619840152918e-05,0.0022646115770193946,0.0022653486600477447,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,8334.0,0.9999393100655369,0.9999137812231933,0.0003037799439102663,0.006749636213115346,0.006756064297381794,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,7882.0,0.9999665132606509,0.9999863023613791,1.0953666984044362e-06,0.003244484048130891,0.0032442784104773446,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,7621.0,0.9999790684553924,0.9999691858929115,0.00010632037284710914,0.0032618455706986634,0.0032633639782016174,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,7799.0,0.9999030313047717,0.9999802854183997,4.851097488087712e-06,0.007114026807251408,0.007113572360900552,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,7907.0,0.9999993355197457,0.9999990892054,8.239501969872942e-05,0.0006125624978811365,0.0006180406922739144,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,8197.0,0.999967930285053,0.9999454742720519,0.00014750478633556284,0.004369520617258478,0.004371743228411394,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,7620.0,0.9999666238543381,0.9999521663604054,0.00014907130779479526,0.0036096951153497085,0.0036125352759677474,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,7795.0,0.9999693666490854,0.9999943731944808,7.887919204353173e-05,0.003328194169246094,0.003328915338645036,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,7905.0,0.999904086890099,0.9998706635480837,9.585233102470518e-06,0.00621702586361409,0.006216640006992089,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,8097.0,0.999991772773871,0.9999894099266333,0.00010611692228388148,0.0018916107638747984,0.001894468307340981,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,7617.0,0.9999657171882229,0.9999481725838517,9.439641784348592e-05,0.0031643684131770957,0.0031655684400460115,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,7792.0,0.9999853505783709,0.999987702730686,8.357950764379525e-05,0.0020537762826327655,0.0020553445524169617,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,7897.0,0.9999225226349002,0.9998704456896609,3.02086189290965e-05,0.0048816329872820785,0.004881417369824478,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,7851.0,0.9999838134723713,0.9999726158230777,8.79692004321779e-05,0.0023597852899302336,0.00236127421344057,test,,,,,,,,,,,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,5.0,,,,,,,,,,,,,,,,,,,,,,7951.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,809.0,0.1226067260656771,0.2085454815813793,8.099316797379867,2.032546423143402e-15,2.032546423143402e-14,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,10.0,,,,,,,,,,,,,,,,,,,,,,7933.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,803.0,0.08926724489634956,0.1646409842346451,6.128278128518507,1.3918584581817668e-09,4.175575374545301e-09,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,20.0,,,,,,,,,,,,,,,,,,,,,,7902.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,794.0,0.06459879310463382,0.12844595443876405,4.547453846343057,6.27817754525468e-06,6.27817754525468e-06,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,5.0,,,,,,,,,,,,,,,,,,,,,,7951.0,,,,,,,F-STAND-A,A,C2_finbert_s1,809.0,0.1226067260656771,0.1676452316284028,6.51752389501387,1.2573828182595792e-10,6.681355283613561e-10,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,10.0,,,,,,,,,,,,,,,,,,,,,,7933.0,,,,,,,F-STAND-A,A,C2_finbert_s1,803.0,0.08926724489634956,0.1647480672278104,6.520847066881501,1.2362467541646515e-10,6.681355283613561e-10,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,20.0,,,,,,,,,,,,,,,,,,,,,,7902.0,,,,,,,F-STAND-A,A,C2_finbert_s1,794.0,0.06459879310463382,0.16628450180197393,6.107912393448064,1.5802570337765573e-09,4.175575374545301e-09,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,5.0,,,,,,,,,,,,,,,,,,,,,,7951.0,,,,,,,F-STAND-A,A,C6_llmtext,809.0,0.1226067260656771,0.2072271361575837,8.519473741451524,7.791070638881104e-17,9.349284766657325e-16,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,10.0,,,,,,,,,,,,,,,,,,,,,,7933.0,,,,,,,F-STAND-A,A,C6_llmtext,803.0,0.08926724489634956,0.1778223964200529,7.130785773889104,2.2297273325583165e-12,1.5608091327908216e-11,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,long_form,20.0,,,,,,,,,,,,,,,,,,,,,,7902.0,,,,,,,F-STAND-A,A,C6_llmtext,794.0,0.06459879310463382,0.16009386502167042,6.538331401511882,1.1135592139355936e-10,6.681355283613561e-10,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,event_driven,5.0,,,,,,,,,,,,,,,,,,,,,,25109.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,996.0,0.12354327609218659,0.25039096135891026,11.35527290200704,3.4805219994970526e-28,6.2649395990946945e-27,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,event_driven,10.0,,,,,,,,,,,,,,,,,,,,,,25001.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,991.0,0.08899995246920449,0.20800362376264017,9.390860728327008,3.9670302478474247e-20,6.3472483965558795e-19,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,event_driven,20.0,,,,,,,,,,,,,,,,,,,,,,24732.0,,,,,,,F-STAND-A,A,B2_tfidf_ridge,981.0,0.06597702869152462,0.17972009846389983,7.748232340177037,2.321953918530144e-14,2.0897585266771297e-13,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,event_driven,5.0,,,,,,,,,,,,,,,,,,,,,,25109.0,,,,,,,F-STAND-A,A,C2_finbert_s1,996.0,0.12354327609218659,0.17186781941678683,8.286432460330834,3.7447595858409837e-16,4.119235544425082e-15,True,,,,,,,,,,,,,,,,
verdict_stand,,,,,,,,,,,,,,,,,event_driven,10.0,,,,,,,,,,,,,,,,,,,,,,25001.0,,,,,,,F-STAND-A,A,C2_finbert_s1,991.0,0.08899995246920449,0.19350437266834625,8.501322066981198,6.830891559079242e-17,8.880159026803015e-16,True,,,,,,,,,,,,,,,,
