panel,disc,model,h,n_obs,n_firms,n_days,df_2way,dm_day,p_day,holm_day,verdict_day,dm_2way,p_2way,holm_2way,verdict_2way,flip,se_infl_2way_vs_day,share_Vfirm,share_Vday,share_Vcell,guard_hit,placebo_dm_2way
b_firm_ref,long_form,C3_roberta_s1,20,7097,567,765,566,0.43976365957962615,0.6602326591247061,1.0,ns,0.2824953151124763,0.7776670117428549,1.0,ns,False,1.5974305035080147,0.9846413876554218,0.39188266574216724,0.37652405339758904,False,
b_firm_ref,long_form,C4_longformer,5,7550,568,792,567,4.59043689573638,5.143198028551612e-06,0.00028287589157033864,text HURTS,3.608375419417723,0.0003353578291626104,0.01777396494561835,text HURTS,False,1.2794314220781937,0.9772028014832426,0.6108941621695125,0.588096963652755,False,
b_firm_ref,long_form,C4_longformer,10,7167,568,766,567,9.10180436454569,7.582136785164329e-19,5.231674381763387e-17,text HURTS,6.466767504495219,2.1631879926221e-10,1.492599714909249e-08,text HURTS,False,1.425148701006155,0.8903736970860752,0.49235645650806065,0.3827301535941357,False,
b_firm_ref,long_form,C4_longformer,20,7097,567,765,566,4.148203054988891,3.7270630013960245e-05,0.001777197070893384,text HURTS,3.95888681592024,8.489211221407977e-05,0.004838850396202547,text HURTS,False,1.0752285972212614,0.5148099396419613,0.8649647060802291,0.3797746457221904,False,
b_firm_ref,long_form,C6_llmtext,5,7550,568,792,567,4.93869065781777,9.5984404998356e-07,5.663079894903004e-05,text HURTS,4.369542757171156,1.4809063665558534e-05,0.0009181619472646292,text HURTS,False,1.136712243010089,0.9486169430633716,0.7739250872102655,0.7225420302736373,False,
b_firm_ref,long_form,C6_llmtext,10,7167,568,766,567,5.789628525165399,1.0294421499063377e-08,6.485485544409927e-07,text HURTS,5.644764173236291,2.6163657373257253e-08,1.7268013866349788e-06,text HURTS,False,1.0385438273004939,0.7629529731499379,0.9271507253222575,0.6901036984721953,False,
b_firm_ref,long_form,C6_llmtext,20,7097,567,765,566,-4.149751570196159,3.7024938976945496e-05,0.001777197070893384,text adds,-3.3675548009197454,0.0008098970995467757,0.03806516367869846,text adds,False,1.2645072135019768,0.7709306639247118,0.6253992810902159,0.3963299450149279,False,
b_firm_ref,long_form,D1_concat_mlp,5,7550,568,792,567,0.548070194946136,0.583798335283058,1.0,ns,0.5523106030335054,0.5809532088664844,1.0,ns,False,0.9979930363559953,0.7745835436727543,1.0040260434139503,0.7786095870867044,False,
b_firm_ref,long_form,D1_concat_mlp,10,7167,568,766,567,0.6031307345235984,0.5466004865983377,1.0,ns,0.5760660611777889,0.564799109599493,1.0,ns,False,1.060129946167319,0.6645983975474344,0.889778269517904,0.5543766670653385,False,
b_firm_ref,long_form,D1_concat_mlp,20,7097,567,765,566,-0.5867864097645802,0.557520507894144,1.0,ns,-0.42866058952032743,0.6683333340664555,1.0,ns,False,1.4046896257657167,0.9500778059119774,0.5068030852189699,0.4568808911309474,False,
b_firm_ref,long_form,D2_gated_fusion,5,7550,568,792,567,0.8219189191347132,0.4113707172374022,1.0,ns,0.8073143024424507,0.41982395510444526,1.0,ns,False,1.0239082384471723,0.7582597543143385,0.9538452585945901,0.7121050129089286,False,
b_firm_ref,long_form,D2_gated_fusion,10,7167,568,766,567,1.1859207328479553,0.23602181263610353,1.0,ns,1.117137332890849,0.26440875814053794,1.0,ns,False,1.0749023895699548,0.6969766420059978,0.8654897787233896,0.5624664207293876,False,
b_firm_ref,long_form,D2_gated_fusion,20,7097,567,765,566,3.4269865504380945,0.0006429684033250852,0.02250389411637798,text HURTS,3.4228642883481415,0.0006644422192851965,0.032172366703254594,text HURTS,False,1.0273930054952514,0.19666867466525406,0.9473856246117253,0.14405429927697944,False,
b_firm_ref,long_form,D4_llmfused,5,7550,568,792,567,0.6920093441873314,0.48913453639951354,1.0,ns,0.64432161542969,0.5196274670446391,1.0,ns,False,1.0801497371971585,0.9219563263927798,0.8571011373038927,0.7790574636966726,False,
b_firm_ref,long_form,D4_llmfused,10,7167,568,766,567,-0.44559187922104393,0.6560181482780784,1.0,ns,-0.3966529840798469,0.6917726177254104,1.0,ns,False,1.1374870828970978,0.8547298397795751,0.7728710729827448,0.6276009127623199,False,
b_firm_ref,long_form,D4_llmfused,20,7097,567,765,566,-2.8704535321591305,0.0042121152963924356,0.12215134359538063,ns,-2.790247784488177,0.005444317253625581,0.19599542113052093,ns,False,1.055654087989404,0.980888947229488,0.8973393903767044,0.8782283376061923,False,
b_firm_ref,event_driven,B1_bow_ridge,5,23855,569,996,568,-3.5003178750106065,0.0004853068873740233,0.018441661720212884,text adds,-3.1496098773328147,0.0017208354030481124,0.07399592233106883,ns,True,1.1163937517479303,0.6490023936992163,0.802352491766266,0.45135488546548236,False,
b_firm_ref,event_driven,B1_bow_ridge,10,22785,569,991,568,-4.714815232314584,2.7658425929288082e-06,0.00015765302779694208,text adds,-3.8100714661635915,0.0001540821290968957,0.00862859922942616,text adds,False,1.249438726898193,0.7026879803661193,0.640575130993923,0.34326311136004223,False,
b_firm_ref,event_driven,B1_bow_ridge,20,22318,568,981,567,5.504606871801213,4.724853536562037e-08,2.929409192668463e-06,text HURTS,4.119816409301536,4.3571426573207496e-05,0.00261428559439245,text HURTS,False,1.3632271358923016,0.6708060432822653,0.5381006977270719,0.20890674100933718,False,
b_firm_ref,event_driven,B2_tfidf_ridge,5,23855,569,996,568,-3.0628687169012365,0.002251214069209449,0.07203885021470237,ns,-2.616358185368633,0.009123813444697251,0.31020965711970655,ns,False,1.1759743729405079,0.567813942201282,0.7231098622529882,0.2909238044542702,False,
b_firm_ref,event_driven,B2_tfidf_ridge,10,22785,569,991,568,-4.279509994508872,2.0549043820443807e-05,0.001068550278663078,text adds,-3.357199284347843,0.0008400368465762526,0.03864169494250762,text adds,False,1.287064554288196,0.6496212304195375,0.6036696473328205,0.2532908777523579,False,
b_firm_ref,event_driven,B2_tfidf_ridge,20,22318,568,981,567,5.0766716391830045,4.5954202501532165e-07,2.803206352593462e-05,text HURTS,3.6443447898648937,0.00029270032657268135,0.015805817634924793,text HURTS,False,1.4212791756513767,0.6471666839243588,0.49504105123242814,0.1422077351567869,False,
b_firm_ref,event_driven,B3_lm_linear,5,23855,569,996,568,-3.000336737869756,0.002764017711626076,0.08568454906040836,ns,-2.7159836875599677,0.0068091437721936425,0.23832003202677748,ns,False,1.1097100461074112,0.7721401297236197,0.812046623021393,0.5841867527450129,False,
b_firm_ref,event_driven,B3_lm_linear,10,22785,569,991,568,-1.9136186233308208,0.0559570497471839,1.0,ns,-1.7608050158366566,0.07880949361328407,1.0,ns,False,1.097305432016725,0.5369041738724838,0.8305101448090696,0.3674143186815535,False,
b_firm_ref,event_driven,B3_lm_linear,20,22318,568,981,567,-2.1174258238559203,0.03447508162638817,0.7929268774069279,ns,-1.908139759318525,0.05687792800652868,1.0,ns,False,1.1321860565208937,0.6059566409020998,0.7801253599568765,0.3860820008589764,False,
b_firm_ref,event_driven,B4_lm_features,5,23855,569,996,568,-1.5580779021845501,0.11953277524542694,1.0,ns,-1.4039943270033926,0.16086705761268558,1.0,ns,False,1.114783392672304,0.8338740717802399,0.804672240802077,0.6385463125823171,False,
b_firm_ref,event_driven,B4_lm_features,10,22785,569,991,568,-2.603464665906097,0.009366774972348797,0.2529029242534175,ns,-2.202988308155555,0.027996347387843602,0.7838977268596209,ns,False,1.1932265345637423,0.8692548779735515,0.7023509836963192,0.5716058616698705,False,
b_firm_ref,event_driven,B4_lm_features,20,22318,568,981,567,-2.382057639690876,0.01740616681046257,0.41774800345110163,ns,-2.0121375543678846,0.044677887154840334,1.0,ns,False,1.207853819120154,0.830280198406022,0.6854428432840656,0.5157230416900876,False,
b_firm_ref,event_driven,C2_finbert_s1,5,23855,569,996,568,4.879995510148637,1.2349119711101502e-06,7.162489432438872e-05,text HURTS,4.2680992043499515,2.3100357625015636e-05,0.0014091218151259539,text HURTS,False,1.148554459162104,0.4400891859531039,0.7580481906311195,0.19813737658422342,False,
b_firm_ref,event_driven,C2_finbert_s1,10,22785,569,991,568,6.332910047894545,3.643919952401065e-10,2.3685479690606923e-08,text HURTS,5.184577371560109,3.014845581248092e-07,1.9295011719987788e-05,text HURTS,False,1.2333131618073707,0.5171410330668691,0.6574356758558302,0.17457670892269947,False,
b_firm_ref,event_driven,C2_finbert_s1,20,22318,568,981,567,-0.8127168803072325,0.41657778494284065,1.0,ns,-0.5838585721553102,0.5595476587455515,1.0,ns,False,1.4202061759544633,0.6089354114499688,0.4957893644929996,0.10472477594296836,False,
b_firm_ref,event_driven,C6_llmtext,5,23855,569,996,568,-4.979985795000874,7.493155109194081e-07,4.4958930655164484e-05,text adds,-4.524867500042726,7.36351962315894e-06,0.00046390173625901325,text adds,False,1.1055767897242,0.6557591248591135,0.818129729959908,0.4738888548190215,False,
b_firm_ref,event_driven,C6_llmtext,10,22785,569,991,568,-4.431976212674084,1.0379432190378499e-05,0.0005604893382804389,text adds,-4.025637186640414,6.452963199251e-05,0.0037427186555655805,text adds,False,1.1115940064433727,0.6020063045466616,0.809296397323485,0.4113027018701465,False,
b_firm_ref,event_driven,C6_llmtext,20,22318,568,981,567,-3.5791928700599676,0.00036154751792180883,0.014100353198950545,text adds,-3.2257792366204443,0.0013286838881989057,0.05979077496895076,ns,True,1.132062063431396,0.46435604075249376,0.7802962612776732,0.2446523020301668,False,
b_firm_ref,event_driven,D2_gated_fusion,5,23855,569,996,568,-1.3428369057333207,0.17963103046662937,1.0,ns,-1.2231817081827832,0.22176829928584676,1.0,ns,False,1.1028056078253416,0.40892091186493196,0.8222465658351678,0.2311674777000996,False,
b_firm_ref,event_driven,D2_gated_fusion,10,22785,569,991,568,-0.6332851064616768,0.5266937400192032,1.0,ns,-0.6091914609485274,0.5426411192207117,1.0,ns,False,1.0496122100282814,0.24911718770284713,0.9076998249133277,0.1568170126161748,False,
b_firm_ref,event_driven,D2_gated_fusion,20,22318,568,981,567,2.928236913376875,0.003487786426133455,0.10463359278400365,ns,2.801025769231716,0.005267891250564393,0.19491197627088255,ns,False,1.066617940555249,0.17312605358777203,0.8789865536596962,0.05211260724746822,False,
b_firm_ref,event_driven,D4_llmfused,5,23855,569,996,568,3.194192407098731,0.0014462929490719199,0.047727667319373356,text HURTS,3.126321617684351,0.001860584457436049,0.07628396275487802,ns,True,1.0263467098354389,0.3789075538254934,0.949318208822842,0.3282257626483353,False,
b_firm_ref,event_driven,D4_llmfused,10,22785,569,991,568,0.9139820344370148,0.3609488243039513,1.0,ns,0.8868598726981017,0.37552969165275635,1.0,ns,False,1.040557445398102,0.7527978240173232,0.9235658754698219,0.6763636994871453,False,
b_firm_ref,event_driven,D4_llmfused,20,22318,568,981,567,3.4799065321392475,0.0005236770510095761,0.019376050887354314,text HURTS,3.2057702225066285,0.001422825743094319,0.06260433269615003,ns,True,1.1075286415604675,0.7979208806170187,0.8152486109773456,0.6131694915943643,False,
c_pairwise_vsA2,long_form,A3_garch,5,7951,568,809,567,5.2226187643376445,2.2459732209740075e-07,1.6700147191315716e-06,sig worse,3.714492245795903,0.00022375760424692885,0.001566303229728502,sig worse,False,1.4138763359997806,0.953626850222713,0.5002385403737114,0.4538653905964242,False,
c_pairwise_vsA2,long_form,A4_egarch,5,7951,568,809,567,2.7407164459708273,0.006265877878346907,0.018797633635040722,sig worse,2.7264102110212605,0.006600794669773221,0.02419522451836056,sig worse,False,1.0108703614014916,1.0309378737475055,0.9786087024088256,1.0095465761563311,False,
c_pairwise_vsA2,long_form,A5_arima,5,7951,568,809,567,5.841019892959481,7.516809074837339e-09,6.765128167353605e-08,sig worse,5.452572529989099,7.419896583372047e-08,9.645865558383662e-07,sig worse,False,1.0772333521839468,0.7675053171304934,0.8617482651148038,0.6292535822452973,False,
c_pairwise_vsA2,long_form,B2_tfidf_ridge,5,7951,568,809,567,6.354028074272517,3.500856713726321e-10,4.201028056471585e-09,sig worse,5.744917471859333,1.5017011105087488e-08,2.2525516657631233e-07,sig worse,False,1.112212808393714,0.5576314154968062,0.8083961112058764,0.36602752670268257,False,
c_pairwise_vsA2,long_form,C1_bert_s1,5,7951,568,809,567,7.641800605610794,6.069583724847054e-14,1.1532209077209403e-12,sig worse,6.15548338385134,1.4168335686297537e-09,2.5503004235335566e-08,sig worse,False,1.2484067131825025,0.6612918256310653,0.6416346503970626,0.30292647602812783,False,
c_pairwise_vsA2,long_form,C1_bert_s2,5,7951,568,809,567,7.211976524457862,1.2693393762002917e-12,2.157876939540496e-11,sig worse,5.922587555599912,5.497187346618174e-09,8.795499754589079e-08,sig worse,False,1.2245185588130165,0.6527553860513527,0.6669131129021738,0.3196684989535265,False,
c_pairwise_vsA2,long_form,C2_finbert_s1,5,7951,568,809,567,6.678893522302775,4.4777243930012705e-11,6.268814150201778e-10,sig worse,5.241069323567953,2.2556498098143106e-07,2.685927893981698e-06,sig worse,False,1.2814662502142324,0.7089795450034219,0.6089556363537385,0.31793518135716037,False,
c_pairwise_vsA2,long_form,C2_finbert_s2,5,7951,568,809,567,7.631129147117028,6.557148470294042e-14,1.1802867246529276e-12,sig worse,6.181731893774145,1.2127633073048164e-09,2.3042502838791512e-08,sig worse,False,1.2413698554695587,0.6641530233348806,0.6489296380995981,0.3130826614344786,False,
c_pairwise_vsA2,long_form,C2_finbert_s3,5,7951,568,809,567,6.6770881307093415,4.530290290215986e-11,6.268814150201778e-10,sig worse,5.621041664382884,2.980493569562521e-08,4.1726909973875296e-07,sig worse,False,1.1945184475794204,0.6431930770147596,0.7008325714863084,0.3440256485010681,False,
c_pairwise_vsA2,long_form,C2_finbert_s4,5,7951,568,809,567,7.066150357864702,3.4427359167304904e-12,5.508377466768785e-11,sig worse,5.993943911928562,3.6453489165476374e-09,6.197093158130984e-08,sig worse,False,1.1854759743424794,0.6280660530370223,0.7115648500235504,0.3396309030605727,False,
c_pairwise_vsA2,long_form,C3_roberta_s1,5,7951,568,809,567,7.68014723688616,4.5946935347140115e-14,9.189387069428023e-13,sig worse,6.233961335517624,8.885305458075677e-10,1.7770610916151354e-08,sig worse,False,1.2388764536091164,0.6504020652519831,0.6515443792608961,0.3019464445128795,False,
c_pairwise_vsA2,long_form,C4_longformer,5,7951,568,809,567,6.062261999410395,2.0584214291388566e-09,2.264263572052742e-08,sig worse,5.163449462932253,3.360678069535267e-07,3.360678069535267e-06,sig worse,False,1.180639551806498,0.6391241818108908,0.7174065602702429,0.3565307420811337,False,
c_pairwise_vsA2,long_form,C5_qwen3,5,7951,568,809,567,5.9220766395603786,4.699517285927356e-09,4.699517285927356e-08,sig worse,4.509617681000345,7.896042230714983e-06,7.106438007643485e-05,sig worse,False,1.3205561007530184,0.9216154020621925,0.5734377612800902,0.49505316334228283,False,
c_pairwise_vsA2,long_form,C5_gteqwen2,5,7951,568,809,567,6.7125647726934785,3.60006287718993e-11,5.400094315784895e-10,sig worse,5.242565245039002,2.2382732449847483e-07,2.685927893981698e-06,sig worse,False,1.2875591882936428,0.9403598553240775,0.6032059200207095,0.543565775344787,False,
c_pairwise_vsA2,long_form,C5_e5mistral,5,7951,568,809,567,5.236604031492522,2.0875183989144645e-07,1.6700147191315716e-06,sig worse,4.155363587869892,3.749041922415365e-05,0.0002999233537932292,sig worse,False,1.2672528100618532,0.7763911993791417,0.6226922695205422,0.39908346889968394,False,
c_pairwise_vsA2,long_form,D1_concat_mlp,5,7951,568,809,567,1.610227891746848,0.10773868490300485,0.11413210678481403,ns,1.3128050333542185,0.18977975060527116,0.20164564733320184,ns,False,1.233416258768918,0.7729458284952785,0.6573257749405786,0.43027160343585724,False,
c_pairwise_vsA2,long_form,D2_gated_fusion,5,7951,568,809,567,3.533831819711406,0.0004328451850820265,0.0021642259254101323,sig worse,2.8953624678173138,0.003933135961144531,0.019665679805722654,sig worse,False,1.2273417101646886,0.7107973042168737,0.6638485527705883,0.3746458569874619,False,
c_pairwise_vsA2,long_form,D3_qwen3,5,7951,568,809,567,3.8084936448851887,0.00015040801135805018,0.000902448068148301,sig worse,3.2035814342311157,0.0014334897503468869,0.008600938502081322,sig worse,False,1.1954736943151716,0.6624436199047886,0.6997130143447082,0.3621566342494968,False,
c_pairwise_vsA2,long_form,D3_gteqwen2,5,7951,568,809,567,1.9055287591465297,0.057066053392407015,0.11413210678481403,ns,1.6435534677946482,0.10082282366660092,0.20164564733320184,ns,False,1.1658810079318749,0.7047913327965851,0.7356843957002084,0.44047572849679345,False,
c_pairwise_vsA2,long_form,D3_e5mistral,5,7951,568,809,567,3.1872243685955826,0.0014917048308394159,0.0059668193233576635,sig worse,2.755491593695033,0.00604880612959014,0.02419522451836056,sig worse,False,1.1631510146209767,0.6218960023437127,0.7391418494519107,0.36103785179562353,False,
c_pairwise_vsA2,long_form,A3_garch,10,7933,568,803,567,4.725847847889358,2.7058037077357997e-06,2.9763840785093796e-05,sig worse,3.835440707650621,0.0001393998339822138,0.0011838970117126798,sig worse,False,1.2469044135034961,0.8409521617661782,0.6431816947416524,0.48413385650783053,False,
c_pairwise_vsA2,long_form,A4_egarch,10,7933,568,803,567,2.385164730025463,0.017302799782073712,0.06921119912829485,ns,2.4162422757732136,0.015996499319564494,0.09597899591738696,ns,False,0.9989565536707349,0.9817952786506585,1.002090163549526,0.9838854422001849,False,
c_pairwise_vsA2,long_form,A5_arima,10,7933,568,803,567,4.208280190969247,2.86398514638966e-05,0.0002004789602472762,sig worse,3.9926781814285435,7.39239507195005e-05,0.000739239507195005,sig worse,False,1.0666183272239165,0.5369237500583457,0.8789859163623814,0.4159096664207271,False,
c_pairwise_vsA2,long_form,B2_tfidf_ridge,10,7933,568,803,567,4.921873963473886,1.0406898420470015e-06,1.352896794661102e-05,sig worse,4.623777156569857,4.671011688752865e-06,7.006517533129297e-05,sig worse,False,1.077214755581478,0.35471495196767755,0.8617780191228346,0.2164929710905121,False,
c_pairwise_vsA2,long_form,C1_bert_s1,10,7933,568,803,567,4.655303777158192,3.784694372043083e-06,3.784694372043083e-05,sig worse,4.058918132954151,5.622536693089055e-05,0.000618479036239796,sig worse,False,1.1606637862322693,0.45145682506095886,0.7423131113033009,0.19376993636425968,False,
c_pairwise_vsA2,long_form,C1_bert_s2,10,7933,568,803,567,4.416066377862168,1.1429088359728543e-05,9.143270687782834e-05,sig worse,3.808284077891272,0.00015519962083692854,0.0011838970117126798,sig worse,False,1.1734780109802023,0.47897440300621397,0.7261897052407096,0.20516410824692358,False,
c_pairwise_vsA2,long_form,C2_finbert_s1,10,7933,568,803,567,5.533988084505331,4.240770195219512e-08,6.785232312351219e-07,sig worse,4.743847046997482,2.6569775312944207e-06,4.251164050071073e-05,sig worse,False,1.1805278640999184,0.47644708904141914,0.7175423118879828,0.1939894009294018,False,
c_pairwise_vsA2,long_form,C2_finbert_s2,10,7933,568,803,567,5.111210171325464,4.0047993027214576e-07,5.606719023810041e-06,sig worse,4.469625871182721,9.465267555307232e-06,0.000123048478218994,sig worse,False,1.1572342204104304,0.44598277987246066,0.7467194518686547,0.19270223174111545,False,
c_pairwise_vsA2,long_form,C2_finbert_s3,10,7933,568,803,567,5.495646450642842,5.231874072887483e-08,7.847811109331225e-07,sig worse,4.819985959573751,1.8460813055805605e-06,3.138338219486953e-05,sig worse,False,1.1538296979522253,0.44623158731022744,0.7511325359243837,0.19736412323461114,False,
c_pairwise_vsA2,long_form,C2_finbert_s4,10,7933,568,803,567,4.887163395526405,1.235583908971321e-06,1.4827006907655853e-05,sig worse,4.243057365269105,2.575361267713824e-05,0.0003090433521256589,sig worse,False,1.1655922638904648,0.473758732434832,0.7360489327744777,0.2098076652093097,False,
c_pairwise_vsA2,long_form,C3_roberta_s1,10,7933,568,803,567,5.614571316823539,2.7160977236450723e-08,4.617366130196623e-07,sig worse,4.596874773544023,5.291474208079236e-06,7.40806389131093e-05,sig worse,False,1.2360118373927063,0.5497795554243534,0.65456795456559,0.20434750998994344,False,
c_pairwise_vsA2,long_form,C4_longformer,10,7933,568,803,567,4.559258450382299,5.934357937852171e-06,5.3409221440669536e-05,sig worse,3.850044572399021,0.00013154411241251998,0.0011838970117126798,sig worse,False,1.1983871808050004,0.5227513994039082,0.6963149033723663,0.21906630277627456,False,
c_pairwise_vsA2,long_form,C5_qwen3,10,7933,568,803,567,7.075390110126667,3.2515312471559437e-12,6.177909369596293e-11,sig worse,5.1131056571515305,4.3407457325562654e-07,8.247416891856905e-06,sig worse,False,1.400342673500223,0.9070779618530104,0.5099544112765065,0.41703237312951696,False,
c_pairwise_vsA2,long_form,C5_gteqwen2,10,7933,568,803,567,7.310753177392426,6.435105594423869e-13,1.2870211188847738e-11,sig worse,5.529274333401037,4.912598746013934e-08,9.825197492027868e-07,sig worse,False,1.3380202438116124,0.8818681811086221,0.5585661735934532,0.4404343547020754,False,
c_pairwise_vsA2,long_form,C5_e5mistral,10,7933,568,803,567,6.9616416454641685,7.000223770307022e-12,1.260040278655264e-10,sig worse,5.073601469025762,5.298175477401738e-07,9.536715859323128e-06,sig worse,False,1.3885579648795991,0.9321625133252782,0.5186471217665388,0.4508096350918169,False,
c_pairwise_vsA2,long_form,D1_concat_mlp,10,7933,568,803,567,2.621733063234176,0.008914210625501883,0.0534852637530113,ns,2.261925070084022,0.02407982996471502,0.10849398221765796,ns,False,1.1729485355389502,0.5289241484611422,0.726845465294261,0.2557696137554032,False,
c_pairwise_vsA2,long_form,D2_gated_fusion,10,7933,568,803,567,1.8644651052380612,0.06262152766883076,0.1521270275389099,ns,1.6142935641125062,0.10702009454288094,0.21500023568256002,ns,False,1.1688006507782789,0.5728998115866141,0.7320135337281838,0.30491334531479797,False,
c_pairwise_vsA2,long_form,D3_qwen3,10,7933,568,803,567,2.6154376754150097,0.00907877489144526,0.0534852637530113,ns,2.3019623423944653,0.021698796443531593,0.10849398221765796,ns,False,1.149780294192102,0.47707885635782116,0.756432670384676,0.23351152674249723,False,
c_pairwise_vsA2,long_form,D3_gteqwen2,10,7933,568,803,567,0.7745358157615564,0.43884227391568575,0.43884227391568575,ns,0.6940774756320293,0.487917888917073,0.487917888917073,ns,False,1.1292816068264782,0.5064533142389632,0.784143398771026,0.2905967130099893,False,
c_pairwise_vsA2,long_form,D3_e5mistral,10,7933,568,803,567,1.9568729254485546,0.05070900917963663,0.1521270275389099,ns,1.8046064836429365,0.07166674522752,0.21500023568256002,ns,False,1.0973592064629378,0.4198799904777807,0.8304287509890799,0.25030874146686055,False,
c_pairwise_vsA2,long_form,A3_garch,20,7902,567,794,566,4.267120063644963,2.219413145714618e-05,0.0003773002347714851,sig worse,3.875918157325169,0.00011866582618939662,0.0020173190452197425,sig worse,False,1.1286503888112756,0.7544461578131599,0.7850207366143008,0.5394668944274605,False,
c_pairwise_vsA2,long_form,A4_egarch,20,7902,567,794,566,3.6139466245438507,0.00032059393058019573,0.004357433764055042,sig worse,3.5372412361314303,0.0004374866842865683,0.0067345794489036565,sig worse,False,1.0474088174650356,0.5277041206021327,0.9115228263832912,0.4392269469854239,False,
c_pairwise_vsA2,long_form,A5_arima,20,7902,567,794,566,3.098973937466289,0.002010481752360467,0.017062821873086737,sig worse,3.0271336171160876,0.0025811863422830995,0.025811863422830997,sig worse,False,1.049507396332463,0.3957442253270732,0.9078811368782215,0.3036253622052948,False,
c_pairwise_vsA2,long_form,B2_tfidf_ridge,20,7902,567,794,566,3.6217355699453324,0.00031124526886107444,0.004357433764055042,sig worse,3.547656184298836,0.00042091121555647853,0.0067345794489036565,sig worse,False,1.0465847085633226,0.21128791453735152,0.9129589066630446,0.12424682120039612,False,
c_pairwise_vsA2,long_form,C1_bert_s1,20,7902,567,794,566,3.6558827951236523,0.0002731981296651633,0.004097971944977449,sig worse,3.3155047479234026,0.0009733482384162884,0.01265352709941175,sig worse,False,1.130425070712759,0.35888177508054553,0.7825578250069024,0.14143960008744796,False,
c_pairwise_vsA2,long_form,C1_bert_s2,20,7902,567,794,566,3.4612311345854043,0.000566473191857297,0.0067976783022875645,sig worse,3.1845622085731313,0.0015294545450524222,0.016823999995576645,sig worse,False,1.1142433106392677,0.33119351294231064,0.8054524911116049,0.13664600405391564,False,
c_pairwise_vsA2,long_form,C2_finbert_s1,20,7902,567,794,566,3.318623770267252,0.0009458877173759064,0.009458877173759064,sig worse,2.9960564837770938,0.00285472968310674,0.025811863422830997,sig worse,False,1.1355524370475132,0.37120345370958446,0.7755068042469394,0.14671025795652398,False,
c_pairwise_vsA2,long_form,C2_finbert_s2,20,7902,567,794,566,3.1165362199029407,0.0018958690970096374,0.017062821873086737,sig worse,2.8872183075198796,0.004035123827827874,0.03228099062262299,sig worse,False,1.1066027025660854,0.34598877044981846,0.816613484373219,0.16260225482303753,False,
c_pairwise_vsA2,long_form,C2_finbert_s3,20,7902,567,794,566,3.407190179823947,0.0006894269510354131,0.007583696461389544,sig worse,3.2608061355041347,0.0011777496412901172,0.014132995695481407,sig worse,False,1.0712000066206788,0.2663411293164836,0.8714828933821216,0.13782402269860525,False,
c_pairwise_vsA2,long_form,C2_finbert_s4,20,7902,567,794,566,2.8592608387970335,0.004357728348072775,0.026146370088436652,sig worse,2.77302233720738,0.005736874705695821,0.04015812293987074,sig worse,False,1.0570598537824933,0.2526487168835193,0.8949542648314471,0.1476029817149663,False,
c_pairwise_vsA2,long_form,C3_roberta_s1,20,7902,567,794,566,3.867412250792641,0.00011901375051757777,0.0019042200082812443,sig worse,3.4746882130059933,0.0005506075673731777,0.007708505943224487,sig worse,False,1.1410476960716185,0.36536882617184185,0.7680551457929905,0.13342397196483247,False,
c_pairwise_vsA2,long_form,C4_longformer,20,7902,567,794,566,2.9224941654325405,0.003571126957358095,0.024997888701506665,sig worse,2.678422865154994,0.0076119209539494475,0.04567152572369668,sig worse,False,1.1185970761563588,0.35910016119197274,0.7991947832613145,0.15829494445328732,False,
c_pairwise_vsA2,long_form,C5_qwen3,20,7902,567,794,566,6.785587884203899,2.2628374064072356e-11,4.525674812814471e-10,sig worse,5.30543591642514,1.615458810777784e-07,2.907825859400011e-06,sig worse,False,1.3111898461017581,0.8096223163577813,0.5816595262437905,0.39128184260157156,False,
c_pairwise_vsA2,long_form,C5_gteqwen2,20,7902,567,794,566,6.674497332861174,4.659101927916806e-11,8.386383470250251e-10,sig worse,5.468721449152544,6.810346420122489e-08,1.362069284024498e-06,sig worse,False,1.251214969565462,0.7477126965104217,0.6387576827114755,0.38647037922189725,False,
c_pairwise_vsA2,long_form,C5_e5mistral,20,7902,567,794,566,6.75682014238512,2.7308522886223427e-11,5.188619348382451e-10,sig worse,5.369352245950975,1.1550452573952951e-07,2.194585989051061e-06,sig worse,False,1.2900888853445345,0.8062983919934295,0.600842622141699,0.4071410141351286,False,
c_pairwise_vsA2,long_form,D1_concat_mlp,20,7902,567,794,566,2.4353290826827,0.015097645446006622,0.07548822723003311,ns,2.245047947793599,0.025150361165161172,0.12575180582580586,ns,False,1.1120676446666236,0.3547010956510202,0.8086071729198957,0.1633082685709159,False,
c_pairwise_vsA2,long_form,D2_gated_fusion,20,7902,567,794,566,2.0256671242038533,0.04313333028112707,0.17253332112450828,ns,1.912694059453609,0.05629160317691102,0.2251664127076441,ns,False,1.08572975869425,0.3232626766916183,0.8483137705994113,0.17157644729102944,False,
c_pairwise_vsA2,long_form,D3_qwen3,20,7902,567,794,566,1.2636816218850837,0.2067156811761045,0.6201470435283135,ns,1.1491237546474622,0.2509903146989463,0.7529709440968388,ns,False,1.1273792517762122,0.41425649525800406,0.786791979940151,0.201048475198155,False,
c_pairwise_vsA2,long_form,D3_gteqwen2,20,7902,567,794,566,0.23845636299472575,0.8115887613970986,1.0,ns,0.22206494065618693,0.8243434313088364,1.0,ns,False,1.1008498521898284,0.44958624592973684,0.8251707463279473,0.27475699225768424,False,
