disclosure,model,horizon,gamma,mu_annual,n_test,U_fR,U_fU,fee_h_ret,fee_bps_ann,fee_bps_ann_wins,sharpe_fR,sharpe_fU,mean_wR,mean_wU,n_quarters,q_frac_fee_pos
event_driven,B2_tfidf_ridge,10,10,0.06,22785,-5.209594111037554e-05,-5.6034481981555794e-05,-3.9385408711802564e-06,-0.9925122995374247,-0.636443271746184,0.023334020283093223,0.023094911681586908,0.10222161190659006,0.10243828367585477,16,0.4375
event_driven,B2_tfidf_ridge,10,10,0.08,22785,-0.00014078676769657515,-0.00014507256304583865,-4.285795349263504e-06,-1.080020428014403,-0.5623005641860102,0.023334020283093223,0.023094911681586908,0.13629548254212012,0.13658437823447303,16,0.4375
event_driven,B2_tfidf_ridge,20,2,0.04,22318,0.0002856308731638492,0.00025605470038485355,-2.9576172778995663e-05,-3.7265977701534534,-3.501867927828413,0.03917750054722721,0.03865127766082873,0.2834842643988809,0.2836483691974206,16,0.375
event_driven,B2_tfidf_ridge,20,2,0.06,22318,7.900539308526686e-05,4.1047967507002684e-05,-3.7957425578264174e-05,-4.782635622861285,-4.416600091634965,0.03917750054722721,0.03865127766082873,0.4252263965983214,0.42547255379613086,16,0.375
event_driven,B2_tfidf_ridge,20,2,0.08,22318,-0.00036058069810031984,-0.0004026481540843655,-4.206745598404568e-05,-5.3004994539897545,-4.7738643887033945,0.03917750054722721,0.03865127766082873,0.5669685287977618,0.5672967383948412,16,0.375
event_driven,B2_tfidf_ridge,20,10,0.04,22318,5.712617463276979e-05,5.121094007697066e-05,-5.915234555799127e-06,-0.7453195540306901,-0.7003735855656741,0.03917750054722721,0.03865127766082873,0.05669685287977619,0.05672967383948412,16,0.375
event_driven,B2_tfidf_ridge,20,10,0.06,22318,1.58010786170534e-05,8.20959350140052e-06,-7.591485115652878e-06,-0.9565271245722625,-0.883320018326997,0.03917750054722721,0.03865127766082873,0.08504527931966427,0.08509451075922618,16,0.375
event_driven,B2_tfidf_ridge,20,10,0.08,22318,-7.211613962006404e-05,-8.052963081687327e-05,-8.413491196809222e-06,-1.060099890797962,-0.954772877740661,0.03917750054722721,0.03865127766082873,0.11339370575955238,0.11345934767896824,16,0.375
event_driven,C2_finbert_s1,5,2,0.04,23855,-3.413842901313607e-05,-5.959116100190859e-05,-2.545273198877252e-05,-12.828176922341349,-11.366041231099302,0.016622867229285312,0.015660696987568667,0.40109198760969234,0.3922328241874618,16,0.25
event_driven,C2_finbert_s1,5,2,0.06,23855,-0.0002487628315938451,-0.00027673007685357866,-2.7967245259733582e-05,-14.095491610905725,-12.20641969567355,0.016622867229285312,0.015660696987568667,0.6016379814145384,0.5883492362811926,16,0.375
event_driven,C2_finbert_s1,5,2,0.08,23855,-0.0005950906928906488,-0.0006187645496057259,-2.3673856715077123e-05,-11.931623784398871,-9.818370059597228,0.016622867229285312,0.015660696987568667,0.8021839752193847,0.7844656483749236,16,0.375
event_driven,C2_finbert_s1,5,10,0.04,23855,-6.827685802627179e-06,-1.1918232200381742e-05,-5.0905463977545635e-06,-2.5656353844683,-2.2732082462198555,0.016622867229285312,0.015660696987568667,0.08021839752193848,0.07844656483749235,16,0.25
event_driven,C2_finbert_s1,5,10,0.06,23855,-4.9752566318769055e-05,-5.5346015370715803e-05,-5.593449051946749e-06,-2.8190983221811616,-2.4412839391347054,0.016622867229285312,0.015660696987568667,0.12032759628290769,0.11766984725623851,16,0.375
event_driven,C2_finbert_s1,5,10,0.08,23855,-0.00011901813857812966,-0.00012375290992114527,-4.734771343015609e-06,-2.386324756879867,-1.9636740119194322,0.016622867229285312,0.015660696987568667,0.16043679504387695,0.1568931296749847,16,0.375
event_driven,C2_finbert_s1,10,2,0.04,22785,4.660645172267525e-06,-3.7539483790785706e-05,-4.220012896305323e-05,-10.634432498689414,-9.741349868436407,0.023334020283093223,0.022252685674135096,0.3407387063553003,0.34011023444605176,16,0.3125
event_driven,C2_finbert_s1,10,2,0.06,22785,-0.00026047970555187754,-0.00031888271809159155,-5.840301253971401e-05,-14.71755916000793,-13.348443592394347,0.023334020283093223,0.022252685674135096,0.5111080595329504,0.5101653516690776,16,0.3125
event_driven,C2_finbert_s1,10,2,0.08,22785,-0.0007039338384828753,-0.0007752749473293394,-7.134110884646412e-05,-17.977959429308957,-16.11314984284502,0.023334020283093223,0.022252685674135096,0.6814774127106006,0.6802204688921035,16,0.3125
event_driven,C2_finbert_s1,10,10,0.04,22785,9.321290344534752e-07,-7.507896758157147e-06,-8.440025792610622e-06,-2.1268864997378767,-1.9482699736872788,0.023334020283093223,0.022252685674135096,0.06814774127106006,0.06802204688921035,16,0.3125
event_driven,C2_finbert_s1,10,10,0.06,22785,-5.209594111037554e-05,-6.377654361831835e-05,-1.1680602507942812e-05,-2.9435118320015885,-2.6696887184788594,0.023334020283093223,0.022252685674135096,0.10222161190659006,0.1020330703338155,16,0.3125
event_driven,C2_finbert_s1,10,10,0.08,22785,-0.00014078676769657515,-0.0001550549894658679,-1.4268221769292742e-05,-3.595591885861771,-3.222629968568997,0.023334020283093223,0.022252685674135096,0.13629548254212012,0.1360440937784207,16,0.3125
event_driven,C2_finbert_s1,20,2,0.04,22318,0.0002856308731638492,0.00021003526285798773,-7.559561030586148e-05,-9.525046898538546,-8.589271588142,0.03917750054722721,0.03774472506396205,0.2834842643988809,0.2766806004901559,16,0.4375
event_driven,C2_finbert_s1,20,2,0.06,22318,7.900539308526686e-05,-8.877376307844602e-06,-8.788276939311146e-05,-11.073228943532044,-9.479399428866623,0.03917750054722721,0.03774472506396205,0.4252263965983214,0.4150209007352338,16,0.4375
event_driven,C2_finbert_s1,20,2,0.08,22318,-0.00036058069810031984,-0.00044374352920356153,-8.316283110324169e-05,-10.478516719008454,-8.09985530069363,0.03917750054722721,0.03774472506396205,0.5669685287977618,0.5533612009803118,16,0.4375
event_driven,C2_finbert_s1,20,10,0.04,22318,5.712617463276979e-05,4.2007052571597526e-05,-1.5119122061172261e-05,-1.905009379707705,-1.717854317628396,0.03917750054722721,0.03774472506396205,0.05669685287977619,0.05533612009803118,16,0.4375
event_driven,C2_finbert_s1,20,10,0.06,22318,1.58010786170534e-05,-1.7754752615688175e-06,-1.7576553878622216e-05,-2.2146457887063993,-1.8958798857733097,0.03917750054722721,0.03774472506396205,0.08504527931966427,0.08300418014704676,16,0.4375
event_driven,C2_finbert_s1,20,10,0.08,22318,-7.211613962006404e-05,-8.874870584071236e-05,-1.6632566220648316e-05,-2.095703343801688,-1.6199710601387174,0.03917750054722721,0.03774472506396205,0.11339370575955238,0.11067224019606237,16,0.4375
event_driven,D2_gated_fusion,5,2,0.04,23855,-3.413842901313607e-05,-5.2980062797824094e-05,-1.8841633784688025e-05,-9.496183427482764,-8.330686113281038,0.016622867229285312,0.0162301321525503,0.40109198760969234,0.4027524187321543,16,0.375
event_driven,D2_gated_fusion,5,2,0.06,23855,-0.0002487628315938451,-0.0002801070281624335,-3.1344196568588436e-05,-15.79747507056857,-13.881493637535803,0.016622867229285312,0.0162301321525503,0.6016379814145384,0.6041286280982313,16,0.375
event_driven,D2_gated_fusion,5,2,0.08,23855,-0.0005950906928906488,-0.0006409919495041752,-4.590125661352643e-05,-23.13423333321732,-20.35594414019989,0.016622867229285312,0.0162301321525503,0.8021839752193847,0.8055048374643086,16,0.375
event_driven,D2_gated_fusion,5,10,0.04,23855,-6.827685802627179e-06,-1.0596012559564843e-05,-3.7683267569376647e-06,-1.899236685496583,-1.6661372226562265,0.016622867229285312,0.0162301321525503,0.08021839752193848,0.08055048374643085,16,0.375
event_driven,D2_gated_fusion,5,10,0.06,23855,-4.9752566318769055e-05,-5.6021405632486745e-05,-6.26883931371769e-06,-3.1594950141137157,-2.7762987275071764,0.016622867229285312,0.0162301321525503,0.12032759628290769,0.12082572561964626,16,0.375
event_driven,D2_gated_fusion,5,10,0.08,23855,-0.00011901813857812966,-0.00012819838990083514,-9.180251322705475e-06,-4.6268466666435595,-4.071188828040007,0.016622867229285312,0.0162301321525503,0.16043679504387695,0.1611009674928617,16,0.375
event_driven,D2_gated_fusion,10,2,0.04,22785,4.660645172267525e-06,-5.079477472036799e-06,-9.740122644304324e-06,-2.4545109063646895,-1.976696755215603,0.023334020283093223,0.023304585407880843,0.3407387063553003,0.34379131850669736,16,0.5
event_driven,D2_gated_fusion,10,2,0.06,22785,-0.00026047970555187754,-0.0002805099018601125,-2.003019630823495e-05,-5.047609469675207,-4.391542333383162,0.023334020283093223,0.023304585407880843,0.5111080595329504,0.515686977760046,16,0.5
event_driven,D2_gated_fusion,10,2,0.08,22785,-0.0007039338384828753,-0.0007378674500162263,-3.393361153335107e-05,-8.55127010640447,-7.757386045256982,0.023334020283093223,0.023304585407880843,0.6814774127106006,0.6875826370133947,16,0.5
event_driven,D2_gated_fusion,10,10,0.04,22785,9.321290344534752e-07,-1.0158954944073897e-06,-1.948024528860865e-06,-0.49090218127293794,-0.3953393510431336,0.023334020283093223,0.023304585407880843,0.06814774127106006,0.06875826370133947,16,0.5
event_driven,D2_gated_fusion,10,10,0.06,22785,-5.209594111037554e-05,-5.6101980372022465e-05,-4.006039261646928e-06,-1.0095218939350257,-0.8783084666766332,0.023334020283093223,0.023304585407880843,0.10222161190659006,0.10313739555200921,16,0.5
event_driven,D2_gated_fusion,10,10,0.08,22785,-0.00014078676769657515,-0.00014757349000324533,-6.786722306670177e-06,-1.7102540212808846,-1.5514772090514166,0.023334020283093223,0.023304585407880843,0.13629548254212012,0.13751652740267895,16,0.5
event_driven,D2_gated_fusion,20,2,0.04,22318,0.0002856308731638492,0.0004007143493605696,0.00011508347619672038,14.50051800078677,14.255192884140069,0.03917750054722721,0.04173825839847866,0.2834842643988809,0.29020820228873284,16,0.625
event_driven,D2_gated_fusion,20,2,0.06,22318,7.900539308526686e-05,0.00023046918593222065,0.0001514637928469538,19.08443789871618,18.692161753553872,0.03917750054722721,0.04173825839847866,0.4252263965983214,0.4353123034330992,16,0.625
event_driven,D2_gated_fusion,20,2,0.08,22318,-0.00036058069810031984,-0.00018684420290188434,0.0001737364951984355,21.89079839500287,21.33537890786342,0.03917750054722721,0.04173825839847866,0.5669685287977618,0.5804164045774657,16,0.625
event_driven,D2_gated_fusion,20,10,0.04,22318,5.712617463276979e-05,8.014286987211391e-05,2.301669523934412e-05,2.900103600157359,2.851038576828009,0.03917750054722721,0.04173825839847866,0.05669685287977619,0.05804164045774657,16,0.625
event_driven,D2_gated_fusion,20,10,0.06,22318,1.58010786170534e-05,4.609383718644412e-05,3.029275856939072e-05,3.8168875797432307,3.738432350710775,0.03917750054722721,0.04173825839847866,0.08504527931966427,0.08706246068661985,16,0.625
event_driven,D2_gated_fusion,20,10,0.08,22318,-7.211613962006404e-05,-3.736884058037692e-05,3.474729903968712e-05,4.378159679000577,4.267075781572667,0.03917750054722721,0.04173825839847866,0.11339370575955238,0.11608328091549314,16,0.625
