accession,cik,ticker,form,filing_time_utc,effective_trading_day,split
0001004155-14-000040,1004155,GAS,8-K,2014-07-31 19:17:35+00:00,2014-07-31,train
0001157523-14-003168,1163165,COP,8-K,2014-07-31 13:37:12+00:00,2014-07-31,train
0001193125-14-288209,1039101,LLL,8-K,2014-07-31 07:00:54+00:00,2014-07-31,train
0000915389-14-000057,915389,EMN,10-Q,2014-07-30 21:11:48+00:00,2014-07-31,train
0001193125-14-288337,1141391,MA,8-K,2014-07-31 12:04:02+00:00,2014-07-31,train
0001141391-14-000022,1141391,MA,10-Q,2014-07-31 14:38:28+00:00,2014-07-31,train
0000922224-14-000087,922224,PPL,8-K,2014-07-31 11:23:31+00:00,2014-07-31,train
0001193125-14-287126,1156375,CME,8-K,2014-07-30 21:08:11+00:00,2014-07-31,train
0001193125-14-286897,1130310,CNP,8-K,2014-07-30 20:05:55+00:00,2014-07-31,train
0001193125-14-288374,350563,TE,8-K,2014-07-31 08:30:07+00:00,2014-07-31,train
0000092380-14-000117,92380,LUV,10-Q,2014-07-30 20:05:12+00:00,2014-07-31,train
0000874766-14-000035,874766,HIG,8-K,2014-07-30 20:16:43+00:00,2014-07-31,train
0000874766-14-000037,874766,HIG,10-Q,2014-07-30 20:42:48+00:00,2014-07-31,train
0001193125-14-287100,49071,HUM,10-Q,2014-07-30 21:01:04+00:00,2014-07-31,train
0001579241-14-000032,1579241,ALLE,8-K,2014-07-30 21:02:34+00:00,2014-07-31,train
0001579241-14-000033,1579241,ALLE,10-Q,2014-07-30 21:04:19+00:00,2014-07-31,train
0001004980-14-000067,1004980,PCG,8-K,2014-07-31 13:01:21+00:00,2014-07-31,train
0000008868-14-000051,8868,AVP,8-K,2014-07-31 07:03:06+00:00,2014-07-31,train
0001193125-14-288323,766704,HCN,8-K,2014-07-31 12:00:54+00:00,2014-07-31,train
0000908255-14-000048,908255,BWA,8-K,2014-07-30 20:04:03+00:00,2014-07-31,train
0001193125-14-286961,4962,AXP,10-Q,2014-07-30 20:22:40+00:00,2014-07-31,train
0000097476-14-000027,97476,TXN,10-Q,2014-07-31 15:54:07+00:00,2014-07-31,train
0001193125-14-289535,1109357,EXC,10-Q,2014-07-31 19:45:52+00:00,2014-07-31,train
0001193125-14-288224,1109357,EXC,8-K,2014-07-31 11:10:39+00:00,2014-07-31,train
0001193125-14-288770,2969,APD,8-K,2014-07-31 16:02:30+00:00,2014-07-31,train
0000037785-14-000032,37785,FMC,8-K,2014-07-30 20:43:37+00:00,2014-07-31,train
0001171843-14-003581,8670,ADP,8-K,2014-07-31 11:30:47+00:00,2014-07-31,train
0000008868-14-000052,8868,AVP,10-Q,2014-07-31 07:05:02+00:00,2014-07-31,train
0001193125-14-288440,1103982,MDLZ,8-K,2014-07-31 13:05:59+00:00,2014-07-31,train
0000914208-14-000358,914208,IVZ,8-K,2014-07-31 11:55:25+00:00,2014-07-31,train
0000914208-14-000359,914208,IVZ,10-Q,2014-07-31 12:48:44+00:00,2014-07-31,train
0001193125-14-288149,1050915,PWR,8-K,2014-07-31 10:15:30+00:00,2014-07-31,train
0001104659-14-054967,812074,OI,10-Q,2014-07-30 20:34:44+00:00,2014-07-31,train
0000922864-14-000037,922864,AIV,8-K,2014-07-31 19:32:20+00:00,2014-07-31,train
0001193125-14-286999,1099219,MET,8-K,2014-07-30 20:32:38+00:00,2014-07-31,train
0001193125-14-288339,1285785,MOS,8-K,2014-07-31 12:05:00+00:00,2014-07-31,train
0001104659-14-054941,899051,ALL,8-K,2014-07-30 20:12:15+00:00,2014-07-31,train
0001104659-14-055064,8818,AVY,10-Q,2014-07-30 22:26:09+00:00,2014-07-31,train
0001193125-14-286900,49196,HBAN,10-Q,2014-07-30 20:08:02+00:00,2014-07-31,train
0000814453-14-000117,814453,NWL,8-K,2014-07-31 10:57:44+00:00,2014-07-31,train
0001193125-14-289449,1285785,MOS,10-Q,2014-07-31 19:25:38+00:00,2014-07-31,train
0000908255-14-000051,908255,BWA,8-K,2014-07-31 12:47:53+00:00,2014-07-31,train
0000908255-14-000056,908255,BWA,10-Q,2014-07-31 15:31:08+00:00,2014-07-31,train
0001104659-14-055234,764622,PNW,10-Q,2014-07-31 12:33:09+00:00,2014-07-31,train
0000912750-14-000040,912750,NFX,8-K,2014-07-31 11:21:13+00:00,2014-07-31,train
0001035267-14-000080,1035267,ISRG,8-K,2014-07-30 22:18:20+00:00,2014-07-31,train
0001193125-14-286995,106040,WDC,8-K,2014-07-30 20:32:31+00:00,2014-07-31,train
0001104659-14-054946,899051,ALL,10-Q,2014-07-30 20:17:02+00:00,2014-07-31,train
0000101778-14-000047,101778,MRO,8-K,2014-08-01 17:21:26+00:00,2014-08-01,train
0000018230-14-000285,18230,CAT,10-Q,2014-08-01 15:34:22+00:00,2014-08-01,train
0000827052-14-000153,827052,EIX,8-K,2014-07-31 20:01:31+00:00,2014-08-01,train
0000024741-14-000042,24741,GLW,10-Q,2014-07-31 20:02:34+00:00,2014-08-01,train
0000827052-14-000154,827052,EIX,10-Q,2014-07-31 20:03:05+00:00,2014-08-01,train
0001104659-14-055502,1124198,FLR,10-Q,2014-07-31 20:28:03+00:00,2014-08-01,train
0000831001-14-000082,831001,C,10-Q,2014-08-01 11:49:15+00:00,2014-08-01,train
0001004980-14-000069,1004980,PCG,10-Q,2014-07-31 20:34:10+00:00,2014-08-01,train
0000011199-14-000023,11199,BMS,10-Q,2014-08-01 10:00:30+00:00,2014-08-01,train
0000093410-14-000040,93410,CVX,8-K,2014-08-01 13:00:57+00:00,2014-08-01,train
0000037785-14-000035,37785,FMC,10-Q,2014-08-01 18:44:07+00:00,2014-08-01,train
0001157523-14-003179,31791,PKI,8-K,2014-07-31 20:34:33+00:00,2014-08-01,train
0000040545-14-000034,40545,GE,10-Q,2014-07-31 20:42:20+00:00,2014-08-01,train
0000047111-14-000029,47111,HSY,10-Q,2014-08-01 12:46:14+00:00,2014-08-01,train
0000107815-14-000080,783325,WEC,10-Q,2014-08-01 15:34:52+00:00,2014-08-01,train
0001018724-14-000028,1018724,AMZN,8-K,2014-07-31 22:22:17+00:00,2014-08-01,train
0000106535-14-000049,106535,WY,8-K,2014-08-01 00:04:31+00:00,2014-08-01,train
0001193125-14-290679,1000697,WAT,10-Q,2014-08-01 12:01:21+00:00,2014-08-01,train
0000104889-14-000037,104889,GHC,8-K,2014-08-01 19:11:59+00:00,2014-08-01,train
0001193125-14-289918,68505,MSI,8-K,2014-07-31 21:02:35+00:00,2014-08-01,train
0001564590-14-003056,1070750,HST,10-Q,2014-08-01 18:37:22+00:00,2014-08-01,train
0001193125-14-291637,1275283,RAI,8-K,2014-08-01 16:30:34+00:00,2014-08-01,train
0000788784-14-000010,788784,PEG,10-Q,2014-08-01 19:50:17+00:00,2014-08-01,train
0001193125-14-289961,789019,MSFT,10-K,2014-07-31 21:16:52+00:00,2014-08-01,train
0001104659-14-055496,1124198,FLR,8-K,2014-07-31 20:20:13+00:00,2014-08-01,train
0001104659-14-055558,66740,MMM,10-Q,2014-07-31 21:22:46+00:00,2014-08-01,train
0001104659-14-055474,1385157,TEL,8-K,2014-07-31 20:05:59+00:00,2014-08-01,train
0001193125-14-289786,927066,DVA,8-K,2014-07-31 20:39:00+00:00,2014-08-01,train
0000037996-14-000045,37996,F,8-K,2014-08-01 18:26:59+00:00,2014-08-01,train
0001206774-14-002309,21076,CLX,8-K,2014-08-01 12:45:52+00:00,2014-08-01,train
0001393311-14-000029,1393311,PSA,8-K,2014-07-31 23:47:19+00:00,2014-08-01,train
0001193125-14-290113,1135971,POM,10-Q,2014-07-31 22:38:30+00:00,2014-08-01,train
0000818479-14-000028,818479,XRAY,10-Q,2014-07-31 20:14:14+00:00,2014-08-01,train
0001022079-14-000043,1022079,DGX,10-Q,2014-07-31 20:42:40+00:00,2014-08-01,train
0001193125-14-291059,106640,WHR,8-K,2014-08-01 15:45:34+00:00,2014-08-01,train
0001445305-14-003299,927653,MCK,10-Q,2014-07-31 20:17:18+00:00,2014-08-01,train
0001555280-14-000263,1555280,ZTS,8-K,2014-07-31 20:34:09+00:00,2014-08-01,train
0001437107-14-000050,1437107,DISCA,8-K,2014-07-31 21:29:35+00:00,2014-08-01,train
0000766704-14-000017,766704,HCN,8-K,2014-08-01 11:43:42+00:00,2014-08-01,train
0001299933-14-001191,316206,HOT,8-K,2014-08-01 12:39:58+00:00,2014-08-01,train
0001299933-14-001190,316206,HOT,8-K,2014-08-01 12:27:14+00:00,2014-08-01,train
0001047469-14-006602,1465112,DTV,10-Q,2014-08-01 16:41:49+00:00,2014-08-01,train
0001039684-14-000061,1039684,OKE,8-K,2014-07-31 20:29:02+00:00,2014-08-01,train
0001193125-14-289621,1324424,EXPE,8-K,2014-07-31 20:09:00+00:00,2014-08-01,train
0000080424-14-000052,80424,PG,8-K,2014-08-01 14:14:23+00:00,2014-08-01,train
0000080424-14-000050,80424,PG,8-K,2014-08-01 11:03:36+00:00,2014-08-01,train
0001193125-14-289699,898293,JBL,8-K,2014-07-31 20:19:36+00:00,2014-08-01,train
0000753308-14-000075,753308,NEE,10-Q,2014-07-31 21:10:44+00:00,2014-08-01,train
0001193125-14-289683,858877,CSCO,8-K,2014-07-31 20:17:03+00:00,2014-08-01,train
0001193125-14-289952,4281,AA,8-K,2014-07-31 21:12:02+00:00,2014-08-01,train
0000046080-14-000079,46080,HAS,10-Q,2014-07-31 20:01:03+00:00,2014-08-01,train
0001193125-14-289987,1059556,MCO,10-Q,2014-07-31 21:23:39+00:00,2014-08-01,train
0001144204-14-046284,73309,NUE,8-K,2014-08-01 13:40:43+00:00,2014-08-01,train
0001193125-14-289749,100885,UNP,8-K,2014-07-31 20:29:54+00:00,2014-08-01,train
0000922864-14-000040,922864,AIV,10-Q,2014-08-01 19:37:08+00:00,2014-08-01,train
0001571049-14-003544,1135971,POM,8-K,2014-08-01 00:01:42+00:00,2014-08-01,train
0001193125-14-290046,1324424,EXPE,10-Q,2014-07-31 21:54:35+00:00,2014-08-01,train
0000827054-14-000173,827054,MCHP,8-K,2014-07-31 20:21:01+00:00,2014-08-01,train
0000072741-14-000037,72741,NU,8-K,2014-07-31 20:22:49+00:00,2014-08-01,train
0001398432-14-000289,879101,KIM,10-Q,2014-08-01 16:46:57+00:00,2014-08-01,train
0001070412-14-000019,1070412,CNX,10-Q,2014-08-01 15:16:21+00:00,2014-08-01,train
0000790070-14-000108,790070,EMC,10-Q,2014-08-01 17:25:17+00:00,2014-08-01,train
0000922224-14-000091,922224,PPL,10-Q,2014-07-31 21:28:01+00:00,2014-08-01,train
0000912242-14-000010,912242,MAC,10-Q,2014-08-01 15:01:03+00:00,2014-08-01,train
0001365135-14-000034,1365135,WU,10-Q,2014-07-31 20:05:01+00:00,2014-08-01,train
0001193125-14-291583,350563,TE,10-Q,2014-08-01 16:16:41+00:00,2014-08-01,train
0001193125-14-291250,315213,RHI,10-Q,2014-08-01 17:36:14+00:00,2014-08-01,train
0000936340-14-000085,936340,DTE,8-K,2014-08-01 10:57:44+00:00,2014-08-01,train
0000093556-14-000017,93556,SWK,10-Q,2014-07-31 21:25:19+00:00,2014-08-01,train
0001365135-14-000033,1365135,WU,8-K,2014-07-31 20:02:46+00:00,2014-08-01,train
0000050104-14-000046,50104,TSO,10-Q,2014-08-01 17:01:57+00:00,2014-08-01,train
0000731766-14-000039,731766,UNH,8-K,2014-07-31 21:37:06+00:00,2014-08-01,train
0000891092-14-005814,29989,OMC,8-K,2014-08-01 18:04:23+00:00,2014-08-01,train
0001521332-14-000038,1521332,DLPH,10-Q,2014-07-31 20:09:00+00:00,2014-08-01,train
0000851968-14-000064,851968,MHK,8-K,2014-07-31 20:15:29+00:00,2014-08-01,train
0001104659-14-055511,765880,HCP,8-K,2014-07-31 20:43:57+00:00,2014-08-01,train
0000052988-14-000149,52988,JEC,10-Q,2014-08-01 17:22:07+00:00,2014-08-01,train
0000875320-14-000058,875320,VRTX,10-Q,2014-07-31 21:08:30+00:00,2014-08-01,train
0001193125-14-291777,69499,MYL,8-K,2014-08-01 17:13:34+00:00,2014-08-01,train
0000097745-14-000045,97745,TMO,10-Q,2014-08-01 15:33:45+00:00,2014-08-01,train
0001193125-14-291430,927066,DVA,10-Q,2014-08-01 19:10:02+00:00,2014-08-01,train
0001193125-14-291724,1067983,BRK,10-Q,2014-08-01 21:01:16+00:00,2014-08-04,train
0001193125-14-291617,39899,GCI,8-K,2014-08-01 20:24:37+00:00,2014-08-04,train
0000108772-14-000016,108772,XRX,10-Q,2014-08-01 20:07:03+00:00,2014-08-04,train
0001104659-14-056114,899051,ALL,8-K,2014-08-01 23:31:45+00:00,2014-08-04,train
0000030554-14-000045,30554,DD,8-K,2014-08-04 18:12:52+00:00,2014-08-04,train
0001510295-14-000014,1510295,MPC,10-Q,2014-08-04 17:59:53+00:00,2014-08-04,train
0000072903-14-000061,72903,XEL,10-Q,2014-08-01 20:11:05+00:00,2014-08-04,train
0001193125-14-291680,72971,WFC,8-K,2014-08-01 20:45:35+00:00,2014-08-04,train
0000350698-14-000117,350698,AN,8-K,2014-08-04 11:44:57+00:00,2014-08-04,train
0001104659-14-056073,8818,AVY,8-K,2014-08-01 21:00:30+00:00,2014-08-04,train
0001193125-14-291658,1045609,PLD,8-K,2014-08-01 20:37:10+00:00,2014-08-04,train
0001004980-14-000071,1004980,PCG,8-K,2014-08-01 20:53:57+00:00,2014-08-04,train
0001193125-14-293924,1458891,NE,8-K,2014-08-04 19:04:37+00:00,2014-08-04,train
0000732717-14-000110,732717,T,10-Q,2014-08-01 20:22:18+00:00,2014-08-04,train
0000314808-14-000170,314808,ESV,10-Q,2014-08-01 21:30:41+00:00,2014-08-04,train
0000072741-14-000040,72741,NU,10-Q,2014-08-01 20:36:18+00:00,2014-08-04,train
0000712515-14-000033,712515,EA,8-K,2014-08-01 21:00:50+00:00,2014-08-04,train
0000200406-14-000089,200406,JNJ,10-Q,2014-08-01 20:57:55+00:00,2014-08-04,train
0000060086-14-000015,60086,L,8-K,2014-08-04 18:57:17+00:00,2014-08-04,train
0001156375-14-000073,1156375,CME,10-Q,2014-08-04 18:51:49+00:00,2014-08-04,train
0000766704-14-000019,766704,HCN,10-Q,2014-08-01 20:37:08+00:00,2014-08-04,train
0000063908-14-000059,63908,MCD,10-Q,2014-08-04 14:40:32+00:00,2014-08-04,train
0001193125-14-292532,927653,MCK,8-K,2014-08-04 12:31:06+00:00,2014-08-04,train
0001193125-14-291601,1593538,NAVI,10-Q,2014-08-01 20:21:39+00:00,2014-08-04,train
0001193125-14-292835,10795,BDX,10-Q,2014-08-04 16:14:57+00:00,2014-08-04,train
0001193125-14-293743,104207,WAG,8-K,2014-08-04 17:15:53+00:00,2014-08-04,train
0001193125-14-291751,927066,DVA,8-K,2014-08-01 21:06:53+00:00,2014-08-04,train
0001193125-14-293028,916076,MLM,10-Q,2014-08-04 17:45:37+00:00,2014-08-04,train
0000827052-14-000156,827052,EIX,8-K,2014-08-01 20:54:29+00:00,2014-08-04,train
0001193125-14-293704,55067,K,10-Q,2014-08-04 17:01:08+00:00,2014-08-04,train
0001038357-14-000057,1038357,PXD,8-K,2014-08-04 16:33:38+00:00,2014-08-04,train
0001193125-14-291631,1021860,NOV,8-K,2014-08-01 20:28:54+00:00,2014-08-04,train
0000940944-14-000091,940944,DRI,8-K,2014-08-01 21:02:27+00:00,2014-08-04,train
0001193125-14-292535,940944,DRI,8-K,2014-08-04 12:37:02+00:00,2014-08-04,train
0001019687-14-002944,27904,DAL,8-K,2014-08-04 13:01:04+00:00,2014-08-04,train
0000080661-14-000037,80661,PGR,8-K,2014-08-01 20:37:33+00:00,2014-08-04,train
0000721371-14-000148,721371,CAH,8-K,2014-08-04 11:02:09+00:00,2014-08-04,train
0001193125-14-292446,1530721,KORS,8-K,2014-08-04 11:46:33+00:00,2014-08-04,train
0000875159-14-000060,875159,XL,8-K,2014-08-04 16:31:08+00:00,2014-08-04,train
0001445305-14-003402,31791,PKI,10-Q,2014-08-05 17:15:38+00:00,2014-08-05,train
0001104659-14-056405,1013871,NRG,8-K,2014-08-04 20:23:57+00:00,2014-08-05,train
0000731766-14-000042,731766,UNH,10-Q,2014-08-04 20:04:27+00:00,2014-08-05,train
0000007084-14-000024,7084,ADM,8-K,2014-08-05 14:55:33+00:00,2014-08-05,train
0000851968-14-000066,851968,MHK,10-Q,2014-08-04 20:12:49+00:00,2014-08-05,train
0001193125-14-293564,91576,KEY,10-Q,2014-08-04 20:26:01+00:00,2014-08-05,train
0000062709-14-000032,62709,MMC,10-Q,2014-08-04 20:20:22+00:00,2014-08-05,train
0000020520-14-000065,20520,FTR,8-K,2014-08-05 16:04:56+00:00,2014-08-05,train
0001564590-14-003152,203527,VAR,10-Q,2014-08-05 17:15:51+00:00,2014-08-05,train
0001193125-14-293823,1053507,AMT,8-K,2014-08-04 21:44:59+00:00,2014-08-05,train
0001193125-14-295479,732712,VZ,8-K,2014-08-05 17:55:59+00:00,2014-08-05,train
0000032604-14-000032,32604,EMR,8-K,2014-08-05 10:49:23+00:00,2014-08-05,train
0000820027-14-000111,820027,AMP,10-Q,2014-08-04 21:24:00+00:00,2014-08-05,train
0001193125-14-293619,73124,NTRS,8-K,2014-08-04 20:34:00+00:00,2014-08-05,train
0000101778-14-000051,101778,MRO,8-K,2014-08-04 21:15:30+00:00,2014-08-05,train
0001193125-14-295626,73124,NTRS,8-K,2014-08-05 19:19:38+00:00,2014-08-05,train
0000101778-14-000054,101778,MRO,10-Q,2014-08-05 16:51:45+00:00,2014-08-05,train
0000849213-14-000025,849213,PCL,10-Q,2014-08-05 16:39:25+00:00,2014-08-05,train
0001193125-14-294645,1002910,AEE,8-K,2014-08-05 12:26:36+00:00,2014-08-05,train
0001031296-14-000035,1031296,FE,8-K,2014-08-04 21:21:37+00:00,2014-08-05,train
0001031296-14-000038,1031296,FE,8-K,2014-08-05 13:25:39+00:00,2014-08-05,train
0000019617-14-000409,19617,JPM,10-Q,2014-08-04 20:27:32+00:00,2014-08-05,train
0001193125-14-295667,103379,VFC,10-Q,2014-08-05 19:33:35+00:00,2014-08-05,train
0000064803-14-000026,64803,CVS,8-K,2014-08-05 11:07:41+00:00,2014-08-05,train
0001510295-14-000016,1510295,MPC,8-K,2014-08-05 15:06:45+00:00,2014-08-05,train
0001193125-14-293746,1285785,MOS,8-K,2014-08-04 21:16:01+00:00,2014-08-05,train
0001101215-14-000199,1101215,ADS,10-Q,2014-08-05 12:31:41+00:00,2014-08-05,train
0001101215-14-000197,1101215,ADS,8-K,2014-08-05 11:31:01+00:00,2014-08-05,train
0001144204-14-047091,1168054,XEC,8-K,2014-08-05 16:31:10+00:00,2014-08-05,train
0001047469-14-006621,1099800,EW,10-Q,2014-08-04 20:04:18+00:00,2014-08-05,train
0000895126-14-000213,895126,CHK,8-K,2014-08-04 20:15:01+00:00,2014-08-05,train
0001064728-14-000096,1064728,BTU,8-K,2014-08-05 11:41:34+00:00,2014-08-05,train
0001144204-14-046955,1396009,VMC,8-K,2014-08-05 15:13:22+00:00,2014-08-05,train
0001024478-14-000025,1024478,ROK,10-Q,2014-08-05 19:32:36+00:00,2014-08-05,train
0001193125-14-294753,106040,WDC,8-K,2014-08-05 13:13:58+00:00,2014-08-05,train
0000899689-14-000043,899689,VNO,10-Q,2014-08-04 20:42:52+00:00,2014-08-05,train
0001015780-14-000061,1015780,ETFC,10-Q,2014-08-05 16:21:15+00:00,2014-08-05,train
0000877890-14-000085,877890,CTXS,10-Q,2014-08-05 13:32:14+00:00,2014-08-05,train
0000899689-14-000045,899689,VNO,8-K,2014-08-05 12:21:09+00:00,2014-08-05,train
0001104659-14-056432,1020569,IRM,8-K,2014-08-04 21:16:29+00:00,2014-08-05,train
0000804753-14-000035,804753,CERN,8-K,2014-08-05 16:06:11+00:00,2014-08-05,train
0001299933-14-001200,1037868,AME,8-K,2014-08-05 18:14:29+00:00,2014-08-05,train
0001193125-14-294758,788784,PEG,8-K,2014-08-05 13:16:55+00:00,2014-08-05,train
0001532176-14-000034,872589,REGN,8-K,2014-08-05 10:45:10+00:00,2014-08-05,train
0001104659-14-056401,70318,THC,8-K,2014-08-04 20:18:45+00:00,2014-08-05,train
0001393311-14-000032,1393311,PSA,10-Q,2014-08-05 01:01:20+00:00,2014-08-05,train
0001140361-14-030769,1053112,CVC,8-K,2014-08-05 16:32:55+00:00,2014-08-05,train
0001140361-14-030758,1053112,CVC,10-Q,2014-08-05 16:22:35+00:00,2014-08-05,train
0001532176-14-000035,872589,REGN,10-Q,2014-08-05 10:52:44+00:00,2014-08-05,train
0000797468-14-000073,797468,OXY,10-Q,2014-08-05 14:35:21+00:00,2014-08-05,train
0000106535-14-000051,106535,WY,10-Q,2014-08-04 20:24:21+00:00,2014-08-05,train
0001104659-14-056760,27419,TGT,8-K,2014-08-05 15:55:30+00:00,2014-08-05,train
0000051253-14-000012,51253,IFF,10-Q,2014-08-05 11:31:45+00:00,2014-08-05,train
0001157523-14-003269,51253,IFF,8-K,2014-08-05 11:26:12+00:00,2014-08-05,train
0001299933-14-001201,1037868,AME,8-K,2014-08-05 18:15:51+00:00,2014-08-05,train
0001181431-14-028257,1308161,FOXA,8-K,2014-08-05 17:05:52+00:00,2014-08-05,train
0001193125-14-293445,1021860,NOV,10-Q,2014-08-04 20:04:59+00:00,2014-08-05,train
0001031296-14-000042,1031296,FE,10-Q,2014-08-05 19:16:12+00:00,2014-08-05,train
0001104659-14-056402,70318,THC,10-Q,2014-08-04 20:21:59+00:00,2014-08-05,train
0001157523-14-003266,1116132,COH,8-K,2014-08-05 11:00:39+00:00,2014-08-05,train
0001193125-14-293471,5272,AIG,8-K,2014-08-04 20:10:53+00:00,2014-08-05,train
0000005272-14-000010,5272,AIG,10-Q,2014-08-04 20:04:38+00:00,2014-08-05,train
0001193125-14-295011,717423,MUR,10-Q,2014-08-05 15:16:18+00:00,2014-08-05,train
0000882095-14-000038,882095,GILD,10-Q,2014-08-04 21:19:21+00:00,2014-08-05,train
0000850693-14-000006,850693,AGN,10-Q,2014-08-05 16:25:25+00:00,2014-08-05,train
0001336917-14-000035,1336917,UA,10-Q,2014-08-04 21:49:54+00:00,2014-08-05,train
0001018963-14-000026,1018963,ATI,10-Q,2014-08-04 20:10:27+00:00,2014-08-05,train
0001193125-14-294917,1163165,COP,10-Q,2014-08-05 14:32:11+00:00,2014-08-05,train
0001193125-14-293769,60086,L,10-Q,2014-08-04 21:21:42+00:00,2014-08-05,train
0001555280-14-000270,1555280,ZTS,8-K,2014-08-05 11:09:29+00:00,2014-08-05,train
0001193125-14-295333,39899,GCI,8-K,2014-08-05 17:00:07+00:00,2014-08-05,train
0000068505-14-000010,68505,MSI,10-Q,2014-08-05 14:44:10+00:00,2014-08-05,train
0001104659-14-056630,765880,HCP,8-K,2014-08-05 12:30:37+00:00,2014-08-05,train
0000916365-14-000121,916365,TSCO,10-Q,2014-08-04 20:46:43+00:00,2014-08-05,train
0001193125-14-295668,100493,TSN,8-K,2014-08-05 19:34:07+00:00,2014-08-05,train
0001104659-14-056632,765880,HCP,10-Q,2014-08-05 12:34:32+00:00,2014-08-05,train
0001193125-14-293516,1593538,NAVI,8-K,2014-08-04 20:19:57+00:00,2014-08-05,train
0001193125-14-294493,68505,MSI,8-K,2014-08-05 11:09:37+00:00,2014-08-05,train
0000950142-14-001683,1037038,RL,8-K,2014-08-06 12:11:00+00:00,2014-08-06,train
0001339947-14-000040,1339947,VIAB,8-K,2014-08-06 07:57:22+00:00,2014-08-06,train
0001193125-14-297795,916076,MLM,8-K,2014-08-06 17:25:01+00:00,2014-08-06,train
0000821189-14-000031,821189,EOG,10-Q,2014-08-05 21:11:39+00:00,2014-08-06,train
0001193125-14-296963,68505,MSI,8-K,2014-08-06 12:01:34+00:00,2014-08-06,train
0000821189-14-000030,821189,EOG,8-K,2014-08-05 21:09:07+00:00,2014-08-06,train
0000861878-14-000024,861878,SRCL,8-K,2014-08-06 14:58:26+00:00,2014-08-06,train
0000746515-14-000025,746515,EXPD,8-K,2014-08-05 20:37:55+00:00,2014-08-06,train
0000704051-14-000097,704051,LM,10-Q,2014-08-06 16:01:14+00:00,2014-08-06,train
0000076334-14-000075,76334,PH,8-K,2014-08-06 13:28:12+00:00,2014-08-06,train
0001339947-14-000042,1339947,VIAB,10-Q,2014-08-06 09:51:56+00:00,2014-08-06,train
0001193125-14-298202,1308161,FOXA,8-K,2014-08-06 16:06:53+00:00,2014-08-06,train
0001115222-14-000023,1115222,DNB,8-K,2014-08-06 16:24:31+00:00,2014-08-06,train
0000882835-14-000024,882835,ROP,10-Q,2014-08-06 13:35:08+00:00,2014-08-06,train
0001193125-14-296172,1045609,PLD,10-Q,2014-08-05 22:20:28+00:00,2014-08-06,train
0001396009-14-000031,1396009,VMC,10-Q,2014-08-06 14:59:27+00:00,2014-08-06,train
0000104889-14-000043,104889,GHC,10-Q,2014-08-06 17:39:48+00:00,2014-08-06,train
0001281761-14-000048,1281761,RF,10-Q,2014-08-06 14:31:46+00:00,2014-08-06,train
0001496048-14-000018,1496048,GGP,10-Q,2014-08-06 07:52:12+00:00,2014-08-06,train
0001193125-14-298529,1373835,SE,8-K,2014-08-06 17:24:53+00:00,2014-08-06,train
0001104659-14-057217,315189,DE,8-K,2014-08-06 13:00:16+00:00,2014-08-06,train
0001193125-14-297133,732712,VZ,8-K,2014-08-06 13:16:59+00:00,2014-08-06,train
0000895126-14-000217,895126,CHK,8-K,2014-08-06 12:46:13+00:00,2014-08-06,train
0000712515-14-000039,712515,EA,10-Q,2014-08-05 20:33:24+00:00,2014-08-06,train
0001193125-14-296981,1103982,MDLZ,8-K,2014-08-06 12:09:00+00:00,2014-08-06,train
0001104659-14-056923,765880,HCP,8-K,2014-08-05 20:10:01+00:00,2014-08-06,train
0000940944-14-000096,940944,DRI,8-K,2014-08-05 21:16:24+00:00,2014-08-06,train
0001157523-14-003305,24545,TAP,8-K,2014-08-06 11:35:38+00:00,2014-08-06,train
0000024545-14-000017,24545,TAP,10-Q,2014-08-06 17:09:33+00:00,2014-08-06,train
0001104659-14-057288,820313,APH,10-Q,2014-08-06 14:33:17+00:00,2014-08-06,train
0001193125-14-297855,1037868,AME,10-Q,2014-08-06 17:50:30+00:00,2014-08-06,train
0001193125-14-298536,104207,WAG,8-K,2014-08-06 17:27:39+00:00,2014-08-06,train
0000058492-14-000012,58492,LEG,10-Q,2014-08-05 20:04:37+00:00,2014-08-06,train
0001193125-14-297522,1012100,SEE,10-Q,2014-08-06 15:44:32+00:00,2014-08-06,train
0001193125-14-296811,1058290,CTSH,8-K,2014-08-06 10:23:00+00:00,2014-08-06,train
0001193125-14-297580,1090012,DVN,8-K,2014-08-06 16:01:52+00:00,2014-08-06,train
0001193125-14-297099,1090012,DVN,8-K,2014-08-06 13:00:55+00:00,2014-08-06,train
0000072903-14-000063,72903,XEL,8-K,2014-08-05 21:28:02+00:00,2014-08-06,train
0000804212-14-000026,804212,ARG,10-Q,2014-08-06 13:22:34+00:00,2014-08-06,train
0001193125-14-296095,96021,SYY,8-K,2014-08-05 21:41:05+00:00,2014-08-06,train
0001038357-14-000060,1038357,PXD,10-Q,2014-08-06 16:34:37+00:00,2014-08-06,train
0001558370-14-000103,1168054,XEC,10-Q,2014-08-06 14:28:36+00:00,2014-08-06,train
0001193125-14-296984,1105705,TWX,8-K,2014-08-06 08:10:05+00:00,2014-08-06,train
0001039684-14-000063,1039684,OKE,8-K,2014-08-05 21:01:17+00:00,2014-08-06,train
0001193125-14-295786,831001,C,8-K,2014-08-05 20:15:37+00:00,2014-08-06,train
0001299933-14-001208,106040,WDC,8-K,2014-08-06 01:27:08+00:00,2014-08-06,train
